max_in_size,min_in_size,max_out_size,min_out_size,mean_in_size,mean_out_size,total_in_volume,total_out_volume,load_time,packet_count
-10,-1298,1298,26,-1289.4578794480756,1095.155844155844,-3551167,168654,10.757061004638672,2908
-90,-1448,1448,3,-1286.0160714285714,1062.7918367346938,-3600845,260384,65.25142097473145,3045
-9,-1298,1298,32,-1289.6762856085832,1043.8716216216217,-3485995,154493,12.302489995956421,2851
-19,-1298,1298,61,-1290.7253392005866,1074.8623188405797,-3519808,148331,12.04646110534668,2865
-5,-1298,1298,90,-1286.880664652568,1038.1586206896552,-3407660,150533,12.23586392402649,2793
-32,-1298,1298,90,-1281.1514930808448,1083.9530201342282,-3518042,161509,12.896667957305908,2895
-32,-1298,1298,3,-1289.8293045741912,959.296052631579,-3468351,145813,16.240829944610596,2841
-35,-1298,1298,61,-1289.04675994109,1019.0466666666666,-3501051,152857,12.766174793243408,2866
-3,-1298,1298,61,-1287.1854014598541,900.3661202185792,-3526888,164767,24.50250005722046,2923
-6,-1298,1298,61,-1287.5071350164653,1015.5751633986928,-3518757,155383,13.493534088134766,2886
-43,-1298,1298,26,-1291.407063197026,1131.9338235294117,-3473885,153943,9.650599002838135,2826
-3,-1298,1298,3,-1279.0115030674847,1060.6685714285713,-3335662,185617,17.100559949874878,2783
-3,-1298,1298,90,-1287.0847717683162,989.2108108108108,-3355430,183004,20.413098096847534,2792
-15,-1298,1298,32,-1292.303792851933,1065.576388888889,-3543497,153443,11.21089506149292,2886
-3,-1298,1298,119,-1280.361328125,1032.2857142857142,-3277725,180650,19.712621212005615,2735
-3,-1298,1298,26,-1275.841447368421,1010.0578512396694,-1939279,122217,18.181785106658936,1641
-3,-1298,1298,3,-1289.7212750185322,1079.86013986014,-3479668,154420,11.819536924362183,2841
-137,-1298,1298,90,-1290.9317091177556,1094.5,-3497134,155419,13.280311107635498,2851
-3,-1298,1298,35,-1291.5665646518746,1093.8323353293413,-3376155,182670,15.079571962356567,2781
-3,-1298,1298,3,-1290.027057079318,1067.0704225352113,-3480493,151524,13.108144998550415,2840
-68,-1298,1298,26,-1290.0931925737168,1061.7628205128206,-3543886,165635,10.120029926300049,2903
-9,-1298,1298,26,-1287.4345505617978,1148.9840294840294,-13749801,935273,38.00121784210205,11494
-2,-1298,1298,26,-1283.3861763494026,1075.0094086021506,-12459113,799807,47.50692105293274,10452
-3,-1298,1298,15,-1284.9943983867354,1111.4747899159663,-11469860,793593,37.597716093063354,9640
-2,-1448,1298,6,-1284.7072062084258,1099.5328083989502,-11588059,837844,42.67109298706055,9782
-13,-1298,1298,26,-1287.5228168089297,1127.6564792176039,-15687178,922423,40.08086395263672,13002
-3,-1298,1298,3,-1280.9129210318802,1113.1039671682627,-11370664,813679,43.513670921325684,9608
-8,-1298,1298,3,-1288.1766809104386,1144.0944099378883,-14771522,920996,33.699784994125366,12272
-2,-1298,1298,38,-1281.793167895338,1093.861788617886,-12344950,807270,42.287721157073975,10369
-9,-1298,1298,61,-1283.3418933115443,1090.4372355430182,-10994390,773120,39.12382197380066,9276
-6,-1298,1298,26,-1288.6474034834257,1154.2460606060606,-16055258,952253,33.77450704574585,13284
-16,-1298,1298,26,-1287.2758313274494,1105.2811387900356,-14439373,931752,44.814242124557495,12060
-3,-1298,1298,26,-1284.3241809672386,1099.1805555555557,-12348777,791410,46.62066411972046,10335
-9,-1298,1298,26,-1286.4542312526185,1117.0310192023633,-12283065,756230,34.61578106880188,10225
-1,-1298,1298,6,-1275.5319537431528,1020.6954248366013,-12574194,780832,65.39744806289673,10623
-2,-1298,1298,26,-1284.0692686357243,1107.5208333333333,-10955679,797415,36.67149806022644,9252
-9,-1298,1298,3,-1264.357501723968,1015.2540073982738,-12834493,823371,88.3228440284729,10962
-18,-1448,1298,26,-1286.6052750225429,1123.5124309392265,-11414762,813423,36.16043019294739,9596
-2,-1298,1298,29,-1273.1759031198687,995.8016431924883,-12405826,848423,79.12973093986511,10596
-7,-1298,1298,64,-1289.9632043914573,1166.1815889029003,-15039681,924782,32.66673707962036,12452
-1,-1298,1298,61,-1290.2531001984128,1185.9068627450981,-10404601,725775,21.781924962997437,8676
-6,-1298,1298,29,-1287.705648720212,1133.3254113345522,-8753823,619929,28.303765773773193,7345
-22,-1298,1298,26,-1286.7814066752615,1145.138489208633,-8983021,636697,25.788282871246338,7537
-3,-1298,1298,6,-1286.9114766568414,1140.1805745554036,-13534448,833472,35.3150417804718,11248
-6,-1298,1298,6,-1287.7732132808103,1136.0050420168068,-9153492,675923,28.174723863601685,7703
-3,-1298,1298,26,-1280.0830096389009,1074.8462837837837,-8897857,636309,39.52224898338318,7543
-2,-1298,1298,26,-1280.4592024975166,1082.679054054054,-9023396,640946,36.83708596229553,7639
-3,-1298,1298,3,-1282.758059994393,1091.9504273504274,-9151196,638791,34.14129090309143,7719
-3,-1298,1298,3,-1285.0323431698262,1144.463144963145,-13151021,931593,36.79315805435181,11048
-2,-1298,1298,32,-1262.1845273047563,966.4571428571429,-8598001,608868,70.6801381111145,7442
-1,-1298,1298,32,-1272.033950617284,1008.8262910798122,-8654919,644640,69.76068782806396,7443
-3,-1298,1298,26,-1283.1890625,1096.597859327217,-9033651,717175,41.45206904411316,7694
-9,-1298,1298,3,-1288.3916818372777,1169.456628477905,-9200405,714538,36.47463011741638,7752
-3,-1298,1298,61,-1280.2009449694274,1091.7809798270894,-9212326,757696,46.149945974349976,7890
-3,-1298,1298,58,-1288.0781272235663,1174.9488926746167,-9051325,689695,38.5235800743103,7614
-3,-1448,1298,61,-1284.8486870120653,1102.4689075630251,-9051759,655969,35.63418483734131,7640
-3,-1298,1298,26,-1288.5479029316875,1120.9866888519134,-9186058,673713,33.41248106956482,7730
-12,-1298,1298,26,-1284.3823529411766,1115.7593220338983,-9083152,658298,55.24715995788574,7662
-3,-1298,1298,58,-1275.1726664542848,1017.5977859778598,-8005534,551538,84.96251010894775,6820
-12,-1448,1448,32,-1278.9621759456013,1064.6224,-9028194,665389,43.94350814819336,7684
-6,-1298,1298,26,-1279.8950950481108,1094.0403225806451,-10907266,813966,44.981075048446655,9266
-6,-1298,1298,26,-1284.8714689265537,1129.6834030683403,-10916268,809983,33.2176730632782,9213
-2,-1298,1298,29,-1282.7097610368571,1054.957244655582,-15835052,888274,61.52935004234314,13187
-3,-1298,1298,90,-1268.5730506314449,925.7730158730159,-10949054,583237,91.91128015518188,9261
-3,-1298,1298,26,-1280.4457305239812,1042.0651499482938,-18474271,1007677,73.80576992034912,15395
-20,-1298,1298,3,-1289.7513318439594,1133.549511854951,-15010126,812755,33.159528970718384,12355
-6,-1298,1298,6,-1289.6528699251323,1131.9236479321314,-21187707,1067404,43.72986602783203,17372
-3,-1298,1298,26,-1292.7281528131994,1179.9942196531792,-24837186,1224834,35.07278800010681,20251
-9,-1298,1298,26,-1291.7487927832317,1167.1546286876908,-24343006,1147313,37.06539297103882,19828
-4,-1298,1298,26,-1292.3201570680628,1185.40903686088,-19746652,996929,26.108482837677002,16121
-11,-1298,1298,26,-1293.8961709958241,1165.0967379077615,-18281459,1035771,31.85140895843506,15018
-2,-1298,1298,3,-1289.8494185664542,1164.595363540569,-19632798,1105201,34.04419302940369,16170
-3,-1448,1298,26,-1291.05646827857,1167.2799279927992,-24989689,1296848,40.877644777297974,20467
-2,-1298,1298,26,-1293.5247990473356,1178.9329004329004,-21724749,1089334,29.68061399459839,17719
-5,-1298,1298,26,-1290.3476427750095,1144.0,-23565619,1083368,41.26073908805847,19210
-1,-1298,1298,26,-1293.9281366349508,1202.7206385404788,-21894558,1054786,24.846309185028076,17798
-3,-1298,1298,26,-1293.1234282781627,1172.6327751196172,-20157208,980321,28.141827821731567,16424
-1,-1298,1298,23,-1292.4116407153056,1159.4336917562723,-19007498,970446,32.55270791053772,15544
-4,-1298,1298,32,-1281.232,1018.603567888999,-20339558,1027771,80.83249497413635,16884
-3,-1298,1298,26,-1290.1050296867536,1159.2622950819673,-18903909,1060725,37.5375599861145,15568
-13,-1298,1298,26,-1290.439537944144,1142.205497382199,-17650632,872645,31.261975049972534,14442
-6,-1298,1298,26,-1291.291942848726,1153.8624338624338,-17533162,872320,30.68170404434204,14334
-5,-1298,1298,26,-1292.4640417838489,1190.3681214421251,-25735544,1254648,32.77269983291626,20966
-1,-1298,1298,26,-1292.80088691796,1172.3267898383372,-20406862,1015235,31.626667976379395,16651
-26,-1298,1298,26,-1290.9763901832866,1142.929085303186,-20778265,1112070,46.43522787094116,17068
-4,-1298,1298,12,-1292.859568325543,1196.889502762431,-18808521,1083185,35.162373065948486,15453
-16,-1298,1298,26,-1292.4896815286625,1176.8820023837902,-20292088,987404,27.05991005897522,16539
-10,-1298,1298,26,-1293.53899958855,1180.179839633448,-22006979,1030297,29.813623189926147,17886
-4,-1448,1448,26,-1289.3378223276457,1147.2549019607843,-16850356,936160,35.97848892211914,13885
-2,-1298,1298,26,-1282.7324666721868,1053.6132190942471,-15491560,860802,56.0477409362793,12894
-19,-1298,1298,26,-1292.3754215061822,1168.6948798328108,-20696100,1118441,35.94623899459839,16971
-3,-1448,1298,26,-1293.8010761823846,1191.4203056768558,-22842058,1091341,25.198890924453735,18571
-7,-1298,1298,58,-1290.0111968843453,1157.0070505287897,-18549071,984613,35.24787497520447,15230
-2,-1298,1298,26,-1284.625390958203,1080.2544861337683,-9036055,662196,41.744948863983154,7647
-9,-1298,1298,35,-1290.4568262596697,1133.8788221970556,-18516765,1001215,37.64504814147949,15232
-4,-1298,1298,29,-1289.5875613747953,1144.850353892821,-21274326,1132257,42.045722007751465,17486
-1,-1298,1298,26,-1289.99620541361,1155.1674641148325,-25496775,1207150,76.46047592163086,20810
-2,-1298,1298,26,-1290.1806975956654,1125.3039548022598,-19049518,995894,44.347697019577026,15650
-14,-1448,1298,4,-1292.3416939752963,1189.891770011274,-20506878,1055434,28.3102810382843,16755
-1,-1298,1298,26,-1293.132180866702,1194.0972067039106,-21992299,1068717,28.430747985839844,17902
-1,-1298,1298,26,-1293.1196740791038,1190.3410341034103,-22853304,1082020,26.83065915107727,18582
-2,-1298,1298,26,-1286.4200748375238,1097.553861788618,-19596037,1079993,52.29782700538635,16217
-2,-1298,1298,26,-1290.1192803801764,1136.9519343493553,-19003457,969820,49.83815789222717,15583
-2,-1298,1298,26,-1293.24459710174,1190.7286585365853,-25791177,1171677,29.98682188987732,20927
-4,-1298,1298,3,-1290.0838355075823,1123.3372340425533,-19481556,1055937,47.34535193443298,16041
-6,-1448,1298,26,-1293.5422968603316,1194.77950310559,-24802380,1154157,27.525727033615112,20140
-7,-1298,1298,26,-1292.782184812886,1165.2157279489904,-21349005,1096468,36.43689703941345,17455
-25,-1298,1298,12,-1290.0720177180388,1139.41238317757,-16892203,975337,37.331353187561035,13950
-4,-1298,1298,26,-1292.293429051869,1180.42,-19981441,1003357,28.03952407836914,16312
-6,-1298,1298,26,-1293.05980330851,1194.531914893617,-22746215,1122860,29.05843186378479,18531
-8,-1298,1298,26,-1292.7224445018069,1191.2873969375737,-20032027,1011403,28.574860095977783,16345
-6,-1298,1298,26,-1293.756691621372,1187.8207920792079,-25230843,1199699,31.96445894241333,20512
-2,-1298,1298,26,-1292.8795947901592,1170.6516264428121,-22334495,1115631,32.290557861328125,18228
-3,-1298,1298,26,-1290.089623917749,1133.4214876033059,-19072685,960008,41.152244091033936,15631
-4,-1298,1298,29,-1293.0998999666556,1171.1908212560386,-19390033,969746,32.961793184280396,15823
-11,-1298,1298,3,-1294.9742578548212,1209.4986149584488,-29881531,1309887,26.459681034088135,24158
-14,-1298,1298,26,-1293.2336834028677,1202.7817853922452,-26967802,1333885,31.554813146591187,21962
-10,-1298,1298,61,-1293.205892995606,1197.3299389002036,-25017068,1175778,29.30054807662964,20327
-16,-1298,1298,23,-1294.4839914075287,1203.5860271115746,-25309751,1154239,26.75503182411194,20511
-8,-1298,1298,23,-1293.9965097950912,1204.9145673603505,-22986554,1100087,24.294240951538086,18677
-22,-1298,1298,26,-1294.2671069727155,1195.7639751552795,-23907702,1155108,26.04118299484253,19438
-3,-1298,1298,90,-1281.2637633525062,936.3125,-1559298,74905,15.399617910385132,1297
-32,-1298,1298,90,-1283.7349102773246,877.1290322580645,-1573859,81573,13.870345830917358,1319
-9,-1298,1298,32,-1233.55079006772,794.3093525179856,-1639389,110409,22.323637008666992,1468
-16,-1298,1298,90,-1275.091990483743,938.0681818181819,-1607891,82550,8.909687042236328,1349
-3,-1298,1298,61,-1283.3256955810148,1005.1641791044776,-1568224,67346,9.25689697265625,1289
-3,-1298,1298,273,-1252.2508960573477,797.5892857142857,-698756,44665,13.32660984992981,614
-175,-1298,1298,61,-1283.8892508143322,936.1647058823529,-1576616,79574,12.687495946884155,1313
-3,-1298,1298,90,-1269.8712306438467,848.1098901098901,-1558132,77178,21.49926495552063,1318
-3,-1298,1298,61,-1251.437784522003,820.3544303797469,-1649395,129616,30.516182899475098,1476
-3,-1298,1298,61,-1287.9294503691551,989.9253731343283,-1569986,66325,8.990706205368042,1286
-3,-1298,1298,32,-1285.0682565789473,1002.0,-1562643,75150,8.091158151626587,1291
-158,-1298,1298,61,-1284.1644736842106,956.2962962962963,-1561544,77460,11.877846956253052,1297
-32,-1298,1298,61,-1276.75,948.9784946236559,-1562742,88255,9.851664066314697,1317
-35,-1298,1298,90,-1271.7612403100775,925.2477064220184,-1640572,100852,13.313465118408203,1399
-85,-1298,1298,119,-1286.623430962343,915.0921052631579,-1537515,69547,8.80493712425232,1271
-339,-1298,1298,61,-1286.864448051948,945.2159090909091,-1585417,83179,12.235899925231934,1320
-3,-1298,1298,90,-1285.5720130932898,979.1805555555555,-1570969,70501,10.650276899337769,1294
-32,-1298,1298,61,-1277.7342487883684,954.3522727272727,-1581835,83983,11.46724796295166,1326
-3,-1298,1298,119,-1274.5008012820513,925.7977528089888,-1590577,82396,18.776332139968872,1337
-3,-1298,1298,61,-1277.1673403395312,994.3243243243244,-1579856,73580,12.278704166412354,1311
-3,-1298,1298,90,-1278.2424242424242,943.1547619047619,-1602916,79225,21.228075981140137,1338
-4,-1298,1298,3,-1255.0974440894568,862.6693548387096,-1571382,106971,79.4475269317627,1376
-3,-1298,1298,3,-1265.4234577303885,907.0416666666666,-1661501,108845,32.40796208381653,1433
-3,-1298,1298,119,-1275.8620974401322,933.6024096385543,-1545069,77489,18.54982900619507,1294
-3,-1298,1298,90,-1279.133979015335,938.4269662921348,-1584847,83520,11.384564876556396,1328
-3,-1448,1298,90,-1271.6310289389069,894.453488372093,-1581909,76923,16.14740800857544,1330
-32,-1298,1298,61,-1263.1413373860182,910.479674796748,-1662294,111989,17.328195095062256,1439
-3,-1298,1298,119,-1287.0831987075928,1016.8831168831168,-1593409,78300,7.475926160812378,1315
-3,-1298,1298,90,-1283.414262820513,951.4505494505495,-1601701,86582,22.429594039916992,1339
-56,-1298,1298,61,-1275.495652173913,870.6444444444444,-1613502,78358,11.571378946304321,1355
-32,-1298,1298,61,-1281.9870654810024,1024.5974025974026,-1585818,78894,10.240408897399902,1314
-3,-1298,1298,90,-1276.2772357723577,923.3908045977012,-1569821,80335,10.392475128173828,1317
-1,-1298,1298,90,-1272.5234741784038,937.2967032967033,-1626285,85294,12.189152002334595,1369
-3,-1298,1298,90,-1260.3182827535159,912.189024390244,-1702690,149599,30.619652032852173,1515
-3,-1298,1298,61,-1269.7187141216991,909.1975308641976,-1105925,73645,19.294678926467896,952
-3,-1298,1298,90,-1267.6334519572954,867.375,-1424820,69390,13.689719915390015,1204
-3,-1298,1298,90,-1287.151566469094,975.1973684210526,-1520126,74115,9.053505897521973,1257
-3,-1298,1298,90,-1273.115625,910.0654205607476,-1629588,97377,19.763177156448364,1387
-3,-1298,1298,119,-1288.751818916734,1039.7012987012988,-1594186,80057,13.52238917350769,1314
-67,-1298,1298,90,-1280.9313962873284,823.5454545454545,-1587074,72472,16.692734003067017,1327
-3,-1298,1298,90,-1283.0040584415585,893.702380952381,-1580661,75071,20.063320875167847,1316
-209,-1298,1298,61,-1268.9793577981652,864.8482758620689,-1659825,125403,25.15192484855652,1453
-3,-1298,1298,3,-1276.0996860282576,956.566037735849,-1625751,101396,17.100887060165405,1380
-3,-1298,1298,61,-1286.9837793998379,947.4125,-1586851,75793,10.994624137878418,1313
-3,-1298,1298,61,-1271.516304347826,912.2376237623762,-1637713,92136,15.463547945022583,1389
-180,-1298,1298,90,-1278.9952267303102,976.1978021978022,-1607697,88834,11.1617751121521,1348
-3,-1298,1298,61,-1280.3392425463337,836.8131868131868,-1588901,76150,20.93963599205017,1332
-3,-1298,1298,61,-1270.0974279033514,932.2616822429907,-1629535,99752,12.287938117980957,1390
-64,-1298,1298,61,-1277.5164576802508,883.8796296296297,-1630111,95459,14.935350179672241,1384
-3,-1298,1298,61,-1267.1510172143976,880.5978260869565,-1619419,81015,11.679127931594849,1370
-3,-1298,1298,61,-1282.0287769784172,892.1894736842105,-1603818,84758,12.330167055130005,1346
-185,-1298,1298,32,-1288.0397404703974,903.702380952381,-1588153,75911,12.516597986221313,1317
-3,-1298,1298,3,-1276.5967213114754,936.641975308642,-1557448,75868,26.503504037857056,1301
-35,-1298,1298,3,-1280.9573070607553,926.8777777777777,-1560206,83419,14.778528928756714,1308
-3,-1298,1298,61,-1272.5514170040485,930.7011494252873,-1571601,80971,17.443700075149536,1322
-3,-1298,1298,273,-1279.851851851852,1007.1369863013699,-1485908,73521,19.569538116455078,1234
-3,-1298,1298,119,-1274.3705463182898,882.7745098039215,-1609530,90043,36.325157165527344,1365
-3,-1298,1298,61,-1280.4943917169974,1034.3181818181818,-1484093,68265,7.789737224578857,1225
-3,-1298,1298,119,-1287.4647887323943,1029.4142857142858,-1553970,72059,9.62705683708191,1277
-759,-1298,1298,61,-1290.0361041141898,903.5633802816901,-1536433,64153,12.592467069625854,1262
-3,-1448,1298,61,-1274.4347826086957,870.4069767441861,-1553536,74855,12.185974836349487,1305
-3,-1298,1298,32,-1270.4008230452675,872.1149425287356,-1543537,75874,16.96865677833557,1302
-3,-1298,1298,90,-1281.2530413625304,1023.0263157894736,-1579785,77750,7.2611730098724365,1309
-3,-1298,1298,90,-1284.3168557536467,969.9605263157895,-1584847,73717,8.571208953857422,1310
-3,-1298,1298,238,-1274.7767929089443,909.3690476190476,-1581998,76387,22.63013482093811,1325
-3,-1298,1298,3,-1277.670265780731,900.1294117647059,-1538315,76511,16.265156984329224,1289
-27,-1298,1298,119,-1276.5095541401274,908.7469879518072,-1603296,75426,9.467716932296753,1339
-3,-1298,1298,61,-1265.144694533762,829.8623853211009,-1573840,90455,29.2793071269989,1353
-3,-1298,1298,119,-1285.169635284139,1017.8529411764706,-1515215,69214,7.27148699760437,1247
-9,-1448,1298,33,-1282.6644295302012,979.5769230769231,-1528936,76407,12.890505075454712,1270
-3,-1298,1298,3,-1269.723063973064,921.9662921348314,-1508431,82055,30.051104068756104,1277
-35,-1298,1298,90,-1287.3010577705452,1035.7702702702702,-1582093,76647,13.414806127548218,1303
-3,-1298,1298,61,-1282.5170357751279,972.6184210526316,-1505675,73919,18.842475175857544,1250
-15,-1298,1298,90,-1290.1136363636363,956.5263157894736,-1589420,72696,8.70442795753479,1308
-6,-1298,1298,61,-1285.5598047192839,1030.7733333333333,-1579953,77308,10.496722936630249,1304
-3,-1298,1298,3,-1272.4357723577236,944.2588235294118,-1565096,80262,32.256210803985596,1315
-106,-1298,1298,26,-1276.1152263374486,927.1910112359551,-1550480,82520,11.775621891021729,1304
-90,-1298,1298,61,-1281.639024390244,978.0975609756098,-1576416,80204,8.70405101776123,1312
-73,-1298,1298,302,-1283.7259574468085,1029.0144927536232,-1508378,71002,10.54836106300354,1244
-3,-1298,1298,90,-1278.3608074011775,998.8266666666667,-1519971,74912,20.46376895904541,1264
-3,-1298,1298,95,-1274.0652892561984,901.3473684210526,-1541619,85628,23.141993045806885,1305
-3,-1298,1298,61,-1272.742285237698,881.0425531914893,-1526018,82818,30.448760986328125,1293
-3,-1298,1298,32,-1274.4971098265896,790.2978723404256,-1543416,74288,18.633360862731934,1305
-3,-1298,1298,90,-1279.4945054945056,945.0361445783133,-1513642,78438,24.019734859466553,1266
-3,-1298,1298,61,-1281.736798679868,988.4459459459459,-1553465,73145,12.763400077819824,1286
-229,-1298,1298,119,-1286.7421746293246,1051.5428571428572,-1562105,73608,6.6469340324401855,1284
-3,-1298,1298,61,-1278.967032967033,905.6410256410256,-1513018,70640,11.468278169631958,1261
-9,-1298,1298,61,-1279.420208500401,866.6796116504854,-1595437,89268,15.769190073013306,1350
-3,-1298,1298,32,-1277.9332220367278,906.9113924050633,-1530964,71646,15.648288011550903,1277
-3,-1298,1298,61,-1267.0,881.39,-1590085,88139,19.933722972869873,1355
-57,-1298,1298,90,-1277.408507223114,857.8947368421053,-1591651,81500,17.809326887130737,1341
-3,-1298,1298,3,-1278.4328231292518,970.7051282051282,-1503437,75715,27.7520809173584,1254
-9,-1298,1298,61,-1288.585123966942,985.0277777777778,-1559188,70922,11.951221942901611,1282
-3,-1298,1298,90,-1284.0345963756179,1017.1594202898551,-1558818,70184,5.819779872894287,1283
-3,-1298,1298,61,-1267.5115170770453,856.0,-1595797,77040,27.033849954605103,1349
-3,-1298,1298,119,-1284.6632911392405,1045.358208955224,-1522326,70039,11.508807897567749,1252
-3,-1298,1298,61,-1287.012997562957,1030.695652173913,-1584313,71118,10.15576982498169,1300
-3,-1298,1298,90,-1263.3607198748043,872.7747747747748,-1614575,96878,30.387224912643433,1389
-273,-1298,1298,61,-1281.5345394736842,870.3837209302326,-1558346,74853,13.837677001953125,1302
-3,-1298,1298,3,-1283.5807560137457,1000.0657894736842,-1494088,76005,10.224262952804565,1240
-4,-1298,1298,61,-1286.3706849613416,1107.5199468085107,-11812742,832855,40.32318615913391,9935
-37,-1298,1298,26,-1284.459987707437,1095.0490998363339,-10449082,669075,34.303858041763306,8746
-7,-1298,1298,26,-1283.4722468074347,1103.6116838487972,-10150982,642302,36.82922697067261,8491
-2,-1298,1298,38,-1277.7705948937241,1047.9574468085107,-10159554,640302,48.12838912010193,8562
-2,-1298,1298,3,-1288.5776586801178,1123.986153846154,-12262105,730591,37.83690094947815,10166
-20,-1448,1298,29,-1284.9902673401502,1070.5685358255453,-10430266,687305,37.510616064071655,8759
-2,-1298,1298,26,-1288.6826219168825,1104.3734375,-11442213,706799,34.15427088737488,9519
-4,-1298,1298,26,-1285.8003034547153,1135.127591706539,-11016737,711725,28.599807024002075,9195
-4,-1298,1298,61,-1287.4231868988822,1139.224967490247,-14858151,876064,35.81373310089111,12310
-9,-1298,1298,26,-1286.9865537848605,1112.4115226337449,-12921345,810948,45.199012994766235,10769
-9,-1298,1298,6,-1288.5649664147775,1142.5179407176288,-12277447,732354,30.856380939483643,10169
-3,-1298,1298,29,-1287.9806259314455,1146.7303921568628,-11235055,701799,28.980494022369385,9335
-1,-1298,1298,3,-1289.284254739471,1149.6430722891566,-11357305,763363,28.662462949752808,9473
-3,-1298,1298,26,-1286.3631489472996,1116.816393442623,-9836819,681258,31.076651096343994,8257
-4,-1298,1298,61,-1279.0483003319216,1029.192468619247,-11175045,737931,57.973660945892334,9454
-3,-1298,1298,26,-1286.9645826215692,1142.0150602409637,-11300836,758298,33.70833396911621,9445
-6,-1298,1298,26,-1289.1931829883638,1153.95245398773,-12519355,752377,25.78555703163147,10363
-5,-1298,1298,26,-1289.6115490938876,1152.6983894582722,-12595636,787293,37.56692600250244,10450
-27,-1298,1298,26,-1288.0115662650603,1153.163492063492,-10690496,726493,29.83493685722351,8930
-11,-1298,1298,6,-1278.6272442951465,1029.5681818181818,-11038389,770117,61.65632891654968,9381
-3,-1298,1298,26,-1287.8387508706755,1128.8473767885532,-11093443,710045,27.46130084991455,9243
-6,-1298,1298,32,-1284.5471816283925,1072.5728715728715,-12305962,743293,43.5387978553772,10273
-1,-1298,1298,26,-1276.9998852947924,1045.3580901856765,-11132885,788200,53.35436296463013,9472
-9,-1448,1298,33,-1287.4847557520118,1139.7021897810218,-11359478,780696,28.517160892486572,9508
-3,-1298,1298,61,-1286.7100768084374,1149.2260061919505,-11223972,742400,28.16158890724182,9369
-3,-1298,1298,26,-1288.2591919623771,1154.8492307692309,-12052953,750652,28.345682859420776,10006
-3,-1298,1298,61,-1276.9325422417128,1034.3477588871715,-9900058,669223,74.89185309410095,8400
-2,-1298,1298,26,-1284.3259009280464,1093.6776034236805,-10656052,766668,42.14377689361572,8998
-3,-1298,1298,26,-1285.3636962247585,1116.0189873417721,-11712234,705324,35.396323919296265,9744
-3,-1298,1298,26,-1291.7331039567462,1151.263888888889,-10512124,663128,53.20532011985779,8714
-3,-1298,1298,29,-1286.173630065085,1119.7520891364902,-12252090,803982,39.30481290817261,10244
-6,-1298,1298,26,-1289.7259432582628,1171.8670438472418,-13228719,828510,25.17716097831726,10964
-5,-1298,1298,26,-1283.6896732482965,1093.8533653846155,-14693112,910086,44.214678049087524,12278
-2,-1298,1298,26,-1285.6476421973748,1101.1316872427983,-13222886,802725,37.73630404472351,11014
-9,-1298,1298,61,-1289.0799611838913,1064.5858854860187,-13283969,799504,59.50575518608093,11056
-3,-1448,1298,26,-1290.724820610357,1160.7156593406594,-14929814,845001,46.501989126205444,12295
-32,-1298,1298,6,-1287.2229249011857,1147.732064421669,-13026696,783901,31.88194489479065,10803
-9,-1298,1298,32,-1282.4208325034854,1051.0863013698631,-12878070,767293,53.10949683189392,10772
-20,-1298,1298,61,-1276.958984375,1068.5698324022346,-4576621,382548,27.84925389289856,3942
-3,-1298,1298,26,-1282.4838567977158,1075.903039073806,-11678298,743449,64.85605502128601,9797
-3,-1298,1298,26,-1287.5254710397767,1126.0845272206304,-12915168,786007,36.5676109790802,10729
-11,-1448,1298,15,-1286.1244304621393,1136.132530120482,-11855495,754392,32.606895208358765,9882
-3,-1298,1298,12,-1288.4757543103449,1142.075,-14348466,822294,32.647188901901245,11856
-3,-1298,1298,26,-1289.1775691983526,1141.8981723237598,-13460303,874694,32.26705288887024,11207
-9,-1298,1298,26,-1287.1485178161493,1139.4204545454545,-12895941,802152,31.532222032546997,10723
-3,-1298,1298,3,-1287.092025206432,1140.6666666666667,-11846395,763106,29.398218870162964,9873
-1,-1298,1298,90,-1286.4078218132386,1134.274031563845,-12301918,790589,33.410935163497925,10260
-12,-1298,1298,26,-1288.0127302835851,1120.8451086956522,-12444779,824942,36.761544942855835,10398
-6,-1298,1298,26,-1287.4259826129546,1141.712837837838,-10514408,675894,27.075387001037598,8759
-3,-1298,1298,61,-1284.9125801584307,1116.928475033738,-13625213,827644,39.06309103965759,11345
-3,-1298,1298,29,-1286.940257572144,1111.9051446945339,-10792281,691605,32.10868501663208,9008
-1,-1298,1298,61,-1290.321478944187,1151.0104947526238,-12807731,767724,27.998437881469727,10593
-9,-1298,1298,61,-1277.0425531914893,1022.0796324655437,-10743759,667418,59.97976088523865,9066
-6,-1298,1298,12,-1285.4548354935193,1109.015781922525,-12893112,772984,37.16653513908386,10727
-9,-1298,1298,9,-1290.623512697567,1163.206043956044,-14535002,846814,29.29503583908081,11990
-3,-1298,1298,29,-1286.517279310661,1131.448275862069,-14034617,820300,36.391371965408325,11634
-11,-1298,1298,61,-1287.5214194953712,1146.8013986013987,-14185911,819963,33.992185831069946,11733
-344,-1298,1298,90,-1284.1941328731666,892.183908045977,-1488381,77620,24.814388036727905,1246
-101,-1298,1298,238,-1286.6636771300448,1053.3088235294117,-1434630,71625,19.637829780578613,1183
-19,-1298,1298,90,-1270.4349315068494,877.5979381443299,-1483868,85127,27.956330060958862,1265
-134,-1298,1298,90,-1266.7353433835847,864.9298245614035,-1512482,98602,42.30026292800903,1308
-9,-1298,1298,26,-1282.76112907237,1080.2844974446336,-10315965,634127,62.415173053741455,8629
