max_in_size,min_in_size,max_out_size,min_out_size,mean_in_size,mean_out_size
-19,-1460,1460,24,-1121.6711281070745,409.7083333333333
-6,-1460,1460,24,-1114.075976845152,332.23201438848923
-5,-1460,1460,22,-973.6902237926973,369.7672811059908
-6,-1460,1460,24,-1003.7780346820809,329.78859857482183
-6,-1460,1460,24,-988.3722025912839,375.3176470588235
-2,-1460,1460,24,-980.0290023201857,384.7142857142857
-6,-1460,1460,12,-985.1851851851852,350.0437788018433
-6,-1460,1460,12,-1242.036,362.5595238095238
-6,-1460,1460,24,-962.1739130434783,322.6828703703704
-6,-1460,1460,24,-988.5517647058823,313.6
-5,-1460,1460,24,-1064.4585987261146,408.7732342007435
-6,-1460,1460,8,-1244.3452066842567,356.272365805169
-6,-1460,1460,24,-984.9005847953216,356.3471615720524
-6,-1460,1460,24,-980.6435185185185,350.86695278969955
-6,-1460,1460,24,-1009.1025641025641,333.33709981167607
-6,-1460,1460,24,-981.7773892773893,300.86425339366514
-6,-1460,1460,21,-994.4491725768321,356.58222222222224
-6,-1460,1460,24,-809.8649093904448,330.90441176470586
-6,-1460,1460,23,-1317.7425692695215,361.916179337232
-6,-1460,1460,24,-982.8997613365156,375.93095238095236
-6,-1460,1460,24,-951.5353748680042,328.37011494252874
-6,-1460,1460,24,-1068.8843843843845,400.05574912891984
-6,-1460,1448,24,-1030.6567164179105,318.0
-6,-1460,1460,24,-1092.0646853146852,417.3135593220339
-6,-1460,1460,24,-957.8698030634573,339.25198412698415
-6,-1460,1460,24,-976.4421534936998,362.9234234234234
-6,-1460,1460,24,-985.6157303370786,348.20250521920667
-6,-1460,1460,24,-1047.896265560166,399.5242165242165
-23,-1460,781,24,-1152.4957983193278,202.82758620689654
-24,-1460,617,24,-1082.0086206896551,119.35365853658537
-24,-1460,781,24,-1199.3783783783783,146.8495575221239
-24,-1460,781,24,-1103.3333333333333,133.57894736842104
-24,-1460,781,24,-693.170731707317,92.8970588235294
-24,-1460,781,24,-799.3333333333334,98.0989010989011
-24,-1460,781,24,-775.8709677419355,93.71875
-16,-1460,1440,24,-1314.900063251107,317.5952380952381
-17,-1460,1440,24,-1337.6608527131782,354.7720588235294
-24,-1460,781,24,-1093.080808080808,116.06666666666666
-24,-1460,781,24,-941.0140845070423,127.13888888888889
-24,-1460,781,24,-784.96875,185.03333333333333
-24,-1460,617,24,-1393.3572953736655,173.08602150537635
-24,-1460,617,24,-800.5744680851063,89.19318181818181
-24,-1460,781,24,-970.7796610169491,120.65116279069767
-24,-1460,781,24,-948.2876712328767,143.35106382978722
-24,-1460,781,24,-848.15,116.72857142857143
-24,-1460,781,24,-696.2083333333334,129.125
-31,-1460,781,24,-802.3235294117648,96.95384615384616
-31,-1460,621,24,-651.6296296296297,72.46551724137932
-24,-1460,617,24,-740.6521739130435,71.22413793103448
-24,-1460,617,24,-1379.8755760368663,161.672131147541
-24,-1460,781,24,-807.0434782608696,122.94117647058823
-24,-1460,781,24,-567.3181818181819,102.9375
-17,-1460,1440,24,-1304.8541666666667,245.57926829268294
-12,-1460,1440,24,-1357.5703204047218,260.30046948356807
-24,-1460,617,24,-699.0,71.81818181818181
-24,-1460,781,24,-805.1086956521739,109.35443037974683
-23,-1460,781,24,-1155.6666666666667,127.04411764705883
-24,-1460,781,24,-1201.1046511627908,156.5
-24,-1460,781,24,-767.9722222222222,104.78787878787878
-17,-1460,1440,24,-1336.3929166666667,239.63333333333333
-24,-1460,781,24,-920.5384615384615,99.64179104477611
-24,-1460,781,24,-917.2388059701492,134.72527472527472
-24,-1460,781,24,-1138.6754385964912,137.51807228915663
-24,-1460,617,24,-1385.0504587155963,165.7810218978102
-24,-1460,781,24,-987.1875,102.85057471264368
-24,-1460,781,24,-1394.5225531914894,180.55102040816325
-24,-1460,943,24,-1219.8403041825095,206.16153846153847
-24,-1460,781,24,-1035.2033898305085,136.95238095238096
-24,-1460,781,24,-1386.5618892508144,156.42016806722688
-24,-1460,781,24,-1291.7645687645688,148.40322580645162
-17,-1460,1440,24,-1305.547418967587,225.98543689320388
-17,-1460,1440,20,-1396.4310972438898,287.14141414141415
-24,-1460,781,24,-1244.3152173913043,150.5
-24,-1460,617,24,-1295.9192546583852,141.78703703703704
-24,-1448,513,24,-1378.983388704319,139.49473684210525
-24,-1460,781,24,-664.8780487804878,92.8375
-24,-1460,781,24,-1396.880082701585,172.97087378640776
-31,-1460,781,24,-724.59375,94.82539682539682
-24,-1460,781,24,-805.65,103.62820512820512
-24,-1460,781,24,-973.4827586206897,129.7
-24,-1460,781,24,-881.2266666666667,152.890243902439
-24,-1460,617,24,-1116.0338983050847,130.2340425531915
-31,-1460,617,24,-711.3333333333334,74.30645161290323
-24,-1460,617,24,-934.3454545454546,110.37209302325581
-24,-1460,781,24,-1199.2666666666667,155.33783783783784
-31,-1460,781,24,-839.483870967742,94.296875
-24,-1460,781,24,-1093.15625,157.90243902439025
-12,-1460,943,24,-1384.5497630331754,181.1851851851852
-24,-1460,621,24,-1392.6669207317073,125.45833333333333
-24,-1460,781,24,-767.2571428571429,113.93103448275862
-24,-1460,781,24,-992.4727272727273,156.90769230769232
-24,-1460,781,24,-840.1290322580645,78.19736842105263
-24,-1460,781,24,-900.96,157.8153846153846
-24,-1460,781,24,-909.7413793103449,106.30434782608695
-5,-1460,1440,24,-1423.8295394388565,387.188679245283
-1,-1460,781,24,-1395.9470098410295,188.6952380952381
-24,-1460,781,24,-1112.891472868217,146.51456310679612
-24,-1460,781,24,-847.8695652173913,108.01149425287356
-24,-1460,1119,24,-1395.1540492957747,166.5
-17,-1460,1440,24,-1299.5479282622139,232.05759162303664
-24,-1460,943,24,-1386.5067934782608,190.736
-24,-1460,781,24,-883.3095238095239,108.92207792207792
-24,-1460,781,24,-1241.7687861271677,166.45205479452054
-24,-1460,621,24,-517.1176470588235,90.94827586206897
-31,-1460,781,24,-783.4666666666667,92.5625
-24,-1460,781,24,-1387.7093260721579,164.5639097744361
-24,-1460,781,24,-777.1666666666666,84.57352941176471
-31,-1460,781,24,-725.6875,104.76470588235294
-31,-1460,781,24,-749.0645161290323,90.43548387096774
-24,-1460,781,24,-733.1842105263158,94.69736842105263
-24,-1460,781,24,-884.156862745098,137.53846153846155
-31,-1460,781,24,-840.8095238095239,87.01428571428572
-1,-1460,1440,8,-1277.994501718213,237.56770833333334
-31,-1460,781,24,-955.0909090909091,119.05747126436782
-24,-1460,781,24,-823.7894736842105,91.25454545454545
-24,-1460,781,24,-721.4117647058823,108.32835820895522
-24,-1460,781,24,-891.6511627906976,138.5268817204301
-24,-1460,781,24,-933.6666666666666,154.29761904761904
-24,-1460,617,24,-720.0769230769231,62.78
-31,-1460,781,24,-732.90625,86.84507042253522
-24,-1460,781,24,-941.3924050632911,146.13725490196077
-31,-1460,781,24,-785.21875,104.16923076923077
-31,-1460,781,24,-691.225,109.30434782608695
-31,-1460,781,24,-803.2068965517242,86.4090909090909
-24,-1460,781,24,-1392.1087570621469,197.01041666666666
-31,-1460,781,24,-802.8965517241379,103.21153846153847
-24,-1460,781,24,-771.5652173913044,119.08695652173913
-24,-1003,380,24,-186.26666666666668,29.595744680851062
-24,-1364,404,24,-656.0416666666666,130.66101694915255
-24,-1428,513,24,-1392.7604240282685,180.265625
-24,-1448,513,24,-1140.918181818182,151.22549019607843
-24,-1448,513,24,-720.6944444444445,111.88888888888889
-24,-1363,404,24,-591.7142857142857,113.52439024390245
-24,-1428,513,24,-705.9047619047619,87.63636363636364
-24,-1448,404,24,-635.76,91.32352941176471
-24,-1428,513,24,-1111.4198473282443,136.9915254237288
-24,-1460,513,24,-1077.1458333333333,154.9609375
-23,-1428,513,24,-1391.8157514450868,157.08943089430895
-24,-1448,513,24,-851.2608695652174,107.44444444444444
-24,-1428,513,24,-554.8611111111111,108.30337078651685
-24,-1428,513,24,-872.0681818181819,120.9746835443038
-24,-1460,513,24,-805.90625,122.51190476190476
-24,-1428,513,24,-1392.662429378531,188.65873015873015
-24,-1428,513,24,-756.2127659574468,120.04395604395604
-24,-1428,513,24,-617.5769230769231,101.1875
-24,-1428,513,24,-1215.5681818181818,159.33009708737865
-24,-1428,513,24,-1102.8030303030303,153.92380952380952
-24,-1448,513,24,-683.0,117.06666666666666
-24,-1364,404,24,-485.8181818181818,103.46774193548387
-23,-1448,513,24,-1384.5663716814158,146.44021739130434
-24,-1448,513,24,-1246.2597402597403,169.4867256637168
-24,-1428,404,24,-560.6153846153846,84.14285714285714
-24,-1448,513,24,-1371.5937961595273,139.15126050420167
-24,-1428,513,24,-598.1666666666666,100.1830985915493
-24,-1448,513,24,-1381.096866096866,154.77372262773721
-24,-1364,404,24,-541.3461538461538,104.8840579710145
-24,-1448,513,24,-1047.7986577181207,134.43065693430657
-24,-1448,513,24,-698.3230769230769,106.7734375
-24,-1448,513,24,-701.0277777777778,107.29230769230769
-31,-1428,513,24,-569.2307692307693,230.76923076923077
-23,-1460,543,24,-1250.5555555555557,176.66417910447763
-24,-1428,513,24,-996.0592105263158,143.72222222222223
-24,-1460,513,24,-951.561403508772,167.94444444444446
-24,-1448,513,24,-794.219512195122,128.675
-24,-1428,513,24,-1128.4469696969697,151.0650406504065
-24,-1460,513,24,-1371.3152746425885,111.96319018404908
-24,-1428,513,24,-631.6470588235294,111.15294117647059
-24,-1448,513,24,-1377.156615661566,149.5483870967742
-6,-1428,513,24,-616.2923076923076,113.18888888888888
-24,-1428,513,24,-753.8809523809524,131.72093023255815
-24,-1448,513,24,-829.6037735849056,98.21052631578948
-24,-1448,943,24,-1346.154119739182,173.55648535564853
-24,-1448,943,24,-1383.4792375765828,189.71014492753622
-24,-1448,513,24,-761.0294117647059,112.44705882352942
-24,-1428,513,24,-1108.108527131783,149.0090909090909
-31,-1364,404,24,-453.03225806451616,75.88695652173914
-24,-1428,513,24,-865.8095238095239,150.65753424657535
-24,-1428,513,24,-832.3714285714286,139.26760563380282
-31,-1428,513,24,-924.5454545454545,132.775
-24,-1428,513,24,-1394.6761565836298,169.8803418803419
-24,-1448,1448,24,-1376.6156282998943,201.55
-24,-1364,404,24,-504.57142857142856,95.0677966101695
-24,-1364,404,24,-554.0,72.68354430379746
-24,-1364,404,24,-510.6875,79.29824561403508
-24,-1364,404,24,-542.6,76.53333333333333
-24,-1428,513,24,-857.4509803921569,143.9655172413793
-31,-1428,513,24,-978.0869565217391,167.12328767123287
-24,-1428,513,24,-803.0,118.9090909090909
-24,-1363,404,24,-342.8333333333333,77.16455696202532
-24,-1428,513,24,-736.8260869565217,104.19047619047619
-24,-1448,513,24,-1096.013422818792,141.41780821917808
-24,-1448,513,24,-934.1320754716982,145.98701298701297
-24,-1428,513,24,-1404.690170940171,119.24193548387096
-24,-1460,513,24,-1175.448484848485,147.58646616541353
-24,-1448,513,24,-1107.4710144927535,158.86776859504133
-24,-1460,513,24,-1398.0934959349593,158.0
-24,-1460,1173,24,-1373.706449668475,173.70348837209303
-24,-1448,513,24,-1103.9391304347826,127.66101694915254
-24,-1448,513,24,-886.4197530864197,145.78761061946904
-24,-1428,513,24,-1045.281690140845,128.3310810810811
-24,-1448,943,24,-1388.4223433242507,186.05797101449275
-24,-1448,543,24,-705.8214285714286,126.64285714285714
-24,-1364,404,24,-593.2631578947369,88.43939393939394
-24,-1364,404,24,-529.6,103.64912280701755
-24,-1364,404,24,-484.8181818181818,103.64912280701755
-24,-1448,943,24,-1388.133971291866,184.63492063492063
-24,-1428,513,24,-888.4888888888889,132.1216216216216
-24,-1428,513,24,-1075.4045801526718,129.3875968992248
-24,-1428,513,24,-843.94,134.02631578947367
-24,-1363,404,24,-558.375,102.48979591836735
-31,-1363,404,24,-585.6666666666666,82.23611111111111
-24,-1363,404,24,-545.2,85.80392156862744
-24,-1428,513,24,-864.5102040816327,148.5679012345679
-31,-1364,404,24,-642.7058823529412,100.69090909090909
-24,-1364,404,24,-529.3809523809524,90.37837837837837
-31,-1364,404,24,-556.8421052631579,77.75641025641026
-31,-1364,404,24,-477.6842105263158,84.08474576271186
-24,-1428,513,24,-702.4137931034483,111.87878787878788
-31,-1448,1448,24,-712.3888888888889,178.82666666666665
-24,-1428,513,24,-1118.5426356589148,150.35185185185185
-24,-1428,513,24,-658.05,121.81818181818181
-31,-1364,404,24,-415.09375,93.74117647058823
-24,-1364,404,24,-542.2222222222222,90.43103448275862
-24,-1460,513,24,-1234.9322916666667,127.21904761904761
-24,-1448,656,6,-1209.2721893491125,109.36082474226804
-24,-1428,513,24,-878.3571428571429,147.2173913043478
-31,-1362,404,24,-514.9473684210526,79.45121951219512
-24,-1363,404,24,-531.75,95.0677966101695
-8,-1460,1448,24,-1409.1660884458302,243.825
-8,-1460,1448,9,-1411.4446194225723,271.995652173913
-8,-1460,1448,2,-1414.4189283838207,244.26067746686303
-4,-1460,1448,24,-1418.5254563691074,285.1820895522388
-3,-1460,1448,24,-1412.2228187919463,286.9021739130435
-8,-1460,1448,24,-1417.107422327175,254.07692307692307
-6,-1460,1448,24,-1407.491465178756,262.8794402583423
-8,-1460,1448,24,-1412.2070355281028,271.1336336336336
-8,-1460,1448,24,-1416.1331413863804,231.06340057636888
-8,-1460,1448,24,-1415.075066079295,251.43356643356643
-5,-1460,1448,24,-1415.9819531044172,267.3940256045519
-8,-1460,1448,24,-1418.5110124984733,241.22222222222223
-8,-1460,1448,24,-1418.255725643764,299.03846153846155
-8,-1460,1448,24,-1413.7182485602498,240.9770867430442
-8,-1460,1448,24,-1419.2456796721895,260.3125
-8,-1460,1448,24,-1412.6399771609276,277.46264367816093
-7,-1460,1448,9,-1425.1433324200557,270.5528596187175
-8,-1460,1448,24,-1422.6873106433209,243.704
-7,-1460,1448,21,-1416.657416844251,274.2876480541455
-8,-1460,1448,24,-1414.2684137075516,217.61036468330136
-7,-1460,1448,24,-1421.3544764525723,215.99156829679595
-8,-1460,1448,24,-1375.8735513245033,254.92376681614348
-7,-1460,1448,24,-1416.1830115047387,193.13230240549828
-6,-1460,1448,24,-1401.6891470263524,237.79493670886075
-3,-1460,1448,24,-1410.4671222947086,211.9620253164557
-8,-1460,1448,24,-1410.918260960225,249.8879003558719
-8,-1460,1448,24,-1419.9177658142664,216.33520599250937
-6,-1460,1448,24,-1400.452539255906,248.16987542468857
-6,-1460,1448,24,-1402.2156862745098,243.73085585585585
-6,-1460,1448,24,-1399.928175475485,244.82794457274827
-8,-1460,1448,24,-1414.062092007196,267.3940809968847
-8,-1460,1448,24,-1412.3784023231776,216.16140350877194
-8,-1460,1448,24,-1400.5239293164805,273.9232
-6,-1460,1448,24,-1388.4389570703336,260.33017975402083
-6,-1460,1448,24,-1413.7881204314267,238.83212996389892
-8,-1460,1448,24,-1413.5170767154573,204.16894197952217
-8,-1460,1448,24,-1414.576697618924,202.74669187145557
-5,-1460,1448,24,-1390.1223766439698,257.79635761589407
-8,-1460,1448,24,-1413.0740508969545,261.6130081300813
-8,-1460,1448,24,-1410.7948757763975,234.65714285714284
-1,-1460,1448,24,-1389.435991657563,261.13536201469043
-8,-1460,1448,24,-1409.5400594993846,203.3578947368421
-8,-1460,1448,24,-1414.7150051250055,210.13616398243045
-5,-1460,1448,24,-1399.4537648285104,250.60115606936415
-8,-1460,1448,24,-1405.9274489795919,212.82521489971347
-8,-1460,1448,24,-1414.775909330522,197.85867237687367
-8,-1460,1448,24,-1409.4223801421278,259.70257966616083
-5,-1460,1448,24,-1397.215717647059,277.2145178764897
-8,-1460,1448,12,-1413.8736744089804,241.72184300341297
-8,-1460,1448,24,-1412.619478752355,293.7391304347826
-8,-1460,1448,24,-1420.2116270063257,221.25
-8,-1460,1448,1,-1414.4259957384036,287.28046989720997
-8,-1460,1448,1,-1410.913389121339,271.7371428571429
-8,-1460,1448,24,-1412.715098971118,221.6915322580645
-1,-1460,1448,24,-1415.6449648711944,211.21814671814673
-8,-1460,1448,22,-1415.9865270248933,214.1012658227848
-8,-1460,1448,24,-1416.4323286447868,280.79907264296753
-8,-1460,1448,24,-1411.7352849021977,280.748502994012
-1,-1460,1448,24,-1408.3528265107213,218.93631669535284
-1,-1460,1448,24,-1420.0595423707387,253.65576592082616
-5,-1460,1448,24,-1413.106957479159,194.90631364562117
-8,-1460,1448,24,-1420.1030576090284,275.0115702479339
-8,-1460,1448,24,-1412.204132965082,268.22898550724636
-8,-1460,1448,24,-1413.830130496961,275.0203488372093
-3,-1460,1448,17,-1395.7049326095096,245.74206755373592
-7,-1460,1448,24,-1419.7522896470462,209.26680672268907
-5,-1460,1448,24,-1299.0075634792004,262.9919935948759
-8,-1460,1448,24,-1403.1450309643174,239.3753581661891
-6,-1460,1448,22,-1392.4863856769862,297.1489361702128
-4,-1460,1448,24,-1416.1933690064002,221.89596602972398
-5,-1460,1448,3,-1383.2331521739131,254.97081930415263
-6,-1460,1448,24,-1392.982398137369,252.28648068669528
-8,-1460,1448,24,-1412.2303364987613,239.6263157894737
-6,-1460,1448,9,-1390.5626900466248,269.53061224489795
-8,-1460,1448,24,-1420.3962933046132,212.88652482269504
-8,-1460,1448,24,-1410.5962586082844,208.04044117647058
-8,-1460,1448,1,-1414.4421646805843,224.90032679738562
-8,-1460,1448,24,-1409.0472657466016,275.7719298245614
-8,-1460,1448,24,-1413.5499871366092,205.5514705882353
-8,-1460,1448,24,-1414.0278863695596,247.03366336633664
-8,-1460,1448,24,-1417.626032841753,192.248987854251
-8,-1460,1448,24,-1413.0183800623054,209.4731182795699
-8,-1460,1428,24,-1419.6565123206065,207.716
-8,-1460,1448,24,-1417.5916536254565,200.6235294117647
-8,-1460,1448,24,-1415.6833203226645,209.74903474903476
-2,-1460,1448,24,-1410.8495360824743,286.195211786372
-8,-1460,1448,24,-1411.3031267943832,202.80321285140562
-8,-1460,1448,24,-1413.5927458995188,228.83536585365854
-8,-1460,1448,24,-1419.0142440214313,209.58058252427185
-8,-1460,1448,24,-1418.5841876706809,235.82333333333332
-8,-1460,1448,24,-1416.2547830352762,268.51627218934914
-3,-1460,1448,1,-1417.7654495623729,204.13914373088684
-6,-1460,1448,23,-1401.9606461237718,256.6332899869961
-8,-1460,1448,24,-1414.1509836577495,254.3422680412371
-8,-1460,1448,3,-1417.1155604030332,214.48556876061122
-6,-1460,1448,24,-1400.1325510443558,247.24852071005918
-8,-1460,1448,24,-1410.406482383712,253.13739130434783
-8,-1460,1448,24,-1411.4910746437574,228.0321361058601
-8,-1460,1448,24,-1418.6390458905885,195.7326923076923
-8,-1460,1448,24,-1420.2560251334137,281.246887966805
-6,-1460,943,24,-1378.8653603034134,181.70344827586206
-6,-1460,575,24,-1252.0,66.82191780821918
-6,-1460,576,24,-1219.7338129496402,103.81395348837209
-6,-1460,575,24,-1250.9910714285713,74.91666666666667
-6,-1460,943,24,-1383.2215836526182,169.6014492753623
-6,-1460,575,24,-1201.162393162393,68.92647058823529
-6,-1460,576,24,-1230.2624113475176,115.03529411764706
-6,-1460,574,24,-1136.7952755905512,77.51807228915662
-6,-1460,575,24,-1171.3666666666666,116.18446601941747
-6,-1460,575,24,-1329.4551971326164,144.90579710144928
-6,-1460,575,24,-1218.6369426751592,129.6122448979592
-6,-1460,575,24,-1301.313725490196,133.8235294117647
-6,-1460,576,24,-1386.897810218978,141.13970588235293
-6,-1460,575,24,-1155.781954887218,99.51807228915662
-6,-1460,576,24,-1236.4444444444443,80.14285714285714
-6,-1460,576,24,-1295.8669201520913,148.13186813186815
-6,-1460,576,24,-1192.704918032787,79.35211267605634
-6,-1460,575,24,-1245.5771144278608,121.70967741935483
-6,-1460,577,24,-1196.375,117.02564102564102
-6,-1460,577,24,-1240.5486725663716,75.8135593220339
-6,-1460,576,24,-1370.9648629655658,164.6013071895425
-6,-1460,577,24,-1221.9126984126983,90.83529411764705
-6,-1460,576,24,-1234.1625615763546,106.09909909909909
-6,-1460,576,24,-1384.706507304117,146.2312925170068
-6,-1460,576,24,-1385.5387673956263,145.61068702290078
-6,-1460,576,24,-1376.4724669603524,127.3801652892562
-6,-1460,577,24,-1237.3300970873786,117.78217821782178
-6,-1460,577,24,-1195.024,85.52857142857142
-6,-1460,576,24,-1209.7117117117118,141.2970297029703
-6,-1460,576,24,-1213.219512195122,87.09210526315789
-6,-1460,576,24,-1213.1181102362204,101.8082191780822
-6,-1460,577,24,-1385.433710859427,127.15172413793104
-6,-1460,577,24,-1232.0695652173913,79.42647058823529
-6,-1460,577,24,-1184.5140845070423,100.21428571428571
-6,-1460,577,24,-1198.6338028169014,122.34615384615384
-6,-1460,576,24,-1379.8029827315543,145.33587786259542
-6,-1460,577,24,-1382.5995145631068,117.66423357664233
-6,-1460,577,24,-1189.6222222222223,102.60240963855422
-6,-1460,576,24,-1262.1788321167883,138.71
-6,-1460,577,24,-1202.508064516129,96.81818181818181
-6,-1460,577,24,-1381.220985691574,128.03174603174602
-6,-1460,577,24,-1388.9630850362557,146.71621621621622
-6,-1460,576,24,-1190.7931034482758,109.16494845360825
-6,-1460,577,24,-1225.347619047619,123.27027027027027
-6,-1460,576,24,-1233.8333333333333,110.06060606060606
-6,-1460,577,24,-1191.355072463768,112.43243243243244
-6,-1460,577,24,-1228.7636363636364,124.50862068965517
-6,-1460,575,24,-1361.6162402669634,126.4090909090909
-6,-1460,577,24,-1197.2644628099174,80.97101449275362
-6,-1460,575,24,-1229.7368421052631,71.0
-6,-1460,577,24,-1206.6916666666666,71.9390243902439
-6,-1460,577,24,-1219.2782608695652,76.70689655172414
-6,-1460,577,24,-1263.719298245614,80.97101449275362
-6,-1460,576,24,-1217.6559633027523,102.87591240875912
-6,-1460,577,24,-1212.39837398374,78.5
-6,-1460,577,24,-1246.4285714285713,71.765625
-6,-1460,576,24,-1241.1497584541062,128.97938144329896
-6,-1460,576,24,-1382.86717752235,163.9037037037037
-6,-1460,577,24,-1251.4107142857142,68.30434782608695
-6,-1460,576,24,-1241.04,83.10714285714286
-6,-1460,576,24,-1211.6416666666667,85.97101449275362
-6,-1460,576,24,-1191.2125984251968,95.64935064935065
-6,-1460,577,24,-1390.3004081632653,127.8695652173913
-6,-1460,577,24,-1204.6827586206896,103.65811965811966
-6,-1460,577,24,-1372.1381909547738,121.0962962962963
-6,-1460,576,24,-1388.8279785809907,158.1891891891892
-6,-1460,576,24,-1217.0814814814814,112.41891891891892
-6,-1460,577,24,-1217.624,102.19718309859155
-6,-1460,577,24,-1181.4274193548388,88.43283582089552
-6,-1460,576,24,-1400.4318507890962,161.48387096774192
-6,-1460,576,24,-1382.9060402684563,150.67521367521368
-6,-1460,576,24,-1394.6516172506738,156.97
-6,-1460,576,24,-1231.0438596491229,70.3030303030303
-6,-1460,577,24,-1256.22,130.1573033707865
-6,-1460,577,24,-1213.1869918699188,89.4090909090909
-6,-1460,577,24,-1248.0388349514562,113.05172413793103
-6,-1460,577,24,-1217.8495145631068,113.95192307692308
-6,-1460,577,24,-1297.20703125,110.45370370370371
-6,-1460,576,24,-1224.7521367521367,74.09836065573771
-6,-1460,577,24,-1251.3125,61.74074074074074
-6,-1460,577,24,-1230.2456140350878,71.03076923076924
-6,-1460,576,24,-1200.017094017094,71.75
-6,-1460,576,24,-1170.865671641791,98.74074074074075
-6,-1460,577,24,-1252.2758620689656,125.50526315789473
-6,-1460,576,24,-1245.3694581280788,120.75510204081633
-6,-1460,577,24,-1219.495652173913,78.58928571428571
-6,-1460,576,24,-1240.345132743363,74.93333333333334
-6,-1460,577,24,-1385.7835723598434,171.0857142857143
-6,-1460,576,24,-1252.716814159292,65.29729729729729
-6,-1460,576,24,-1257.1891891891892,71.01538461538462
