max_in_size,min_in_size,max_out_size,min_out_size,mean_in_size,mean_out_size
-6,-1460,576,24,-1229.5701754385964,75.79661016949153
-6,-1460,576,24,-1208.7155172413793,63.17948717948718
-6,-1460,577,24,-1251.0,73.30645161290323
-6,-1460,577,24,-1246.3947368421052,74.25333333333333
-6,-1460,943,24,-1383.3927203065134,184.688
-6,-1460,575,24,-1240.2566371681417,76.67241379310344
-6,-1460,576,24,-1226.0344827586207,95.09433962264151
-6,-1460,575,24,-1219.304347826087,59.52325581395349
-6,-1460,576,24,-1214.747619047619,126.94565217391305
-6,-1460,575,24,-1240.8495575221239,70.28787878787878
-9,-1448,1448,24,-1393.1774916657087,220.03164556962025
-9,-1448,1448,24,-1391.392026578073,214.6228813559322
-17,-1448,1448,24,-1389.7382721783558,218.77473684210526
-20,-1448,1448,24,-1392.642766570605,221.59710743801654
-1,-1448,1448,24,-1393.0506838294448,229.47972972972974
-1,-1448,1448,3,-1394.9515254917703,204.24618320610688
-8,-1448,1448,24,-1390.273916035788,222.99116997792495
-1,-1448,1448,24,-1389.333862553867,204.89390962671905
-1,-1448,1448,24,-1386.23378920066,204.1627906976744
-23,-1448,1448,24,-1394.8495456422966,218.83976833976834
-24,-1448,1448,24,-1377.0162513542796,205.89006342494716
-8,-1448,1448,24,-1393.5198277815546,227.31521739130434
-20,-1448,1448,24,-1405.9012970287922,230.82952182952184
-5,-1460,1448,24,-1399.7038053097344,231.93933463796478
-12,-1460,1448,24,-1400.826744617669,227.4616935483871
-24,-1448,1448,24,-1411.21499920723,227.179012345679
-12,-1448,1448,24,-1409.4812888993933,237.2115768463074
-24,-1460,1448,24,-1409.5461059190031,223.14007092198582
-5,-1460,1448,24,-1401.993272335845,209.5873320537428
-17,-1460,1448,24,-1397.5399879735419,204.76031434184677
-11,-1460,1448,16,-1399.8481165336798,215.5027624309392
-2,-1460,1448,3,-1412.083381253594,209.1423487544484
-1,-1460,1448,24,-1402.6196303901438,203.87362637362637
-1,-1460,1448,24,-1400.0674403505925,211.7688524590164
-1,-1460,1448,4,-1402.0937473772556,220.71243042671614
-24,-1460,1448,24,-1397.8120918081731,210.15168539325842
-1,-1460,1448,24,-1391.7654667149059,213.01170568561872
-24,-1460,1448,24,-1393.3923279701846,209.53818827708704
-24,-1460,1448,24,-1394.8202150124785,205.40609137055839
-20,-1448,1448,24,-1391.4257925072045,215.68537074148296
-20,-1448,1448,24,-1386.6639556377079,212.66088631984584
-9,-1448,1448,24,-1391.3254655910766,222.6261343012704
-12,-1448,1448,24,-1376.5517799352751,222.8755832037325
-24,-1448,1448,24,-1380.1278616658549,229.86041666666668
-17,-1448,1448,24,-1374.5291543465405,209.25535420098848
-9,-1448,1448,24,-1381.5029837043837,230.57221206581352
-24,-1448,1448,24,-1388.053264604811,220.9904397705545
-12,-1460,1448,24,-1383.3610459662289,225.67898832684824
-11,-1448,1448,24,-1361.040775643349,221.997920997921
-24,-1448,1448,24,-1382.025437663217,244.5566037735849
-2,-1460,1448,24,-1377.467013888889,214.32065217391303
-12,-1460,1448,24,-1376.908948948949,216.51202749140893
-11,-1460,1448,24,-1396.7631216420993,227.06182380216384
-15,-1460,1448,24,-1387.6462423522967,214.62333333333333
-1,-1460,1448,24,-1380.6059724862992,221.94425087108013
-24,-1460,1448,24,-1370.532244113407,221.4608938547486
-3,-1448,1448,24,-1399.8805671537925,230.39454545454547
-8,-1448,1448,24,-1401.746978455071,237.4930693069307
-23,-1448,1448,3,-1384.286274509804,223.0857740585774
-6,-1448,1448,24,-1380.782898726501,220.439672801636
-4,-1448,1448,24,-1392.23911703046,220.5916114790287
-23,-1448,1448,24,-1385.7111271329009,221.13127413127413
-24,-1448,1448,24,-1382.2936934734785,222.28073770491804
-1,-1448,1448,24,-1391.9449830344158,219.51292246520876
-7,-1448,1448,24,-1385.5,219.2295081967213
-21,-1448,1448,24,-1386.4498611882289,223.90130353817506
-15,-1448,1448,24,-1390.3837119113573,215.46052631578948
-15,-1448,1448,24,-1403.1289780681288,210.61232604373757
-24,-1448,1448,24,-1399.51359832636,222.37291666666667
-24,-1448,1448,24,-1402.0371585668677,221.36327345309383
-15,-1448,1448,3,-1399.040041260315,217.1801242236025
-20,-1448,1448,24,-1402.8369953051642,221.32217573221757
-20,-1448,1448,24,-1401.290116374365,225.69230769230768
-16,-1448,1448,24,-1397.5148771021993,217.32702237521514
-12,-1448,1448,24,-1389.7022049056939,219.90664556962025
-12,-1448,1448,24,-1406.4550698239223,224.89833641404806
-12,-1448,1448,24,-1368.1966002914037,219.35724137931035
-16,-1448,1448,24,-1378.0068929863864,225.055330634278
-24,-1448,1448,24,-1363.8388900182963,224.3201581027668
-22,-1448,1448,24,-1399.7067600764262,212.1447619047619
-2,-1448,1448,24,-1395.043984962406,227.279792746114
-20,-1448,1448,24,-1388.1015633662269,210.82504604051564
-24,-1448,1448,24,-1385.884807846277,203.7955223880597
-24,-1448,1448,24,-1380.4415181138586,214.4332129963899
-15,-1448,1448,24,-1403.2526789874205,216.9945945945946
-24,-1448,1448,24,-1395.587635793482,214.5
-2,-1448,1448,3,-1394.1686930091184,232.2756264236902
-14,-1448,1448,24,-1391.1403071269197,221.38695652173914
-15,-1448,1448,24,-1401.4543405751374,215.8921933085502
-24,-1448,1448,24,-1408.7332480117013,220.51380042462844
-15,-1448,1448,24,-1401.5268069222939,229.10133843212236
-15,-1448,1448,24,-1400.1588821961095,225.67735042735043
-24,-1448,1448,24,-1405.9087865351553,223.51209677419354
-3,-1460,1448,24,-1398.7866023660613,237.89703315881326
-20,-1448,1448,24,-1405.1493584260052,226.85287846481876
-8,-1460,1448,24,-1386.9002205071665,229.16356107660457
-15,-1460,1448,24,-1395.6594809543742,239.52714932126696
-8,-1448,1448,24,-1395.2665763468283,216.8904109589041
-10,-1448,1448,24,-1383.1612823369228,224.5426695842451
-24,-1448,1448,24,-1383.2068113869752,226.33540372670808
-24,-1448,1448,24,-1384.1762720340043,217.6501079913607
-2,-1448,1448,24,-1376.4875117813383,209.22743682310468
-7,-1448,1448,24,-1383.9167860553964,222.14949494949494
-13,-1448,1448,24,-1378.9445298639857,211.8651911468813
-24,-1448,1448,24,-1391.2604530598444,230.3658536585366
-15,-1448,1448,24,-1396.8335782153001,235.1030303030303
-11,-1448,1448,24,-1390.3252713544125,234.39277652370203
-24,-1448,1448,24,-1388.8758843986088,211.76170212765956
-5,-1448,1448,24,-1376.5270668710932,232.04255319148936
-15,-1448,1448,24,-1386.8184062059238,220.4009009009009
-24,-1448,743,24,-892.4975369458128,142.36428571428573
-24,-1448,513,24,-695.2970297029703,117.08333333333333
-24,-1448,742,24,-829.165991902834,167.82978723404256
-23,-1448,1235,24,-977.7562724014336,171.24305555555554
-24,-1448,742,24,-807.1827956989247,143.88349514563106
-13,-1448,742,24,-1350.2672209026127,143.96819787985865
-31,-1448,513,24,-640.1847826086956,88.55555555555556
-24,-1448,743,24,-872.5194805194806,154.6081081081081
-24,-1448,513,24,-879.3419689119171,125.68932038834951
-24,-1448,957,24,-869.1029411764706,144.704
-24,-1448,743,24,-894.2181818181818,151.46017699115043
-24,-1448,743,24,-567.0454545454545,130.28155339805826
-31,-1448,742,24,-628.2321428571429,123.16981132075472
-24,-1448,743,24,-679.1367521367522,137.4950495049505
-23,-1448,935,24,-930.125,179.31782945736435
-31,-1448,513,24,-646.6483516483516,85.5909090909091
-24,-1448,743,24,-822.0286885245902,165.34265734265733
-24,-1448,513,24,-692.0434782608696,103.58947368421053
-31,-1448,743,24,-658.58,157.68316831683168
-24,-1448,742,24,-729.5514018691589,158.8
-8,-1448,513,24,-1367.7808814400994,176.88815789473685
-24,-1448,943,24,-1332.3825588796944,202.63694267515925
-12,-1448,943,24,-1330.409669211196,189.38888888888889
-24,-1448,513,24,-678.1368421052632,108.01666666666667
-16,-1448,742,24,-1331.3297118564005,132.87280701754386
-24,-1448,743,24,-650.1779661016949,169.7710843373494
-18,-1448,742,24,-830.4494382022472,150.46464646464648
-24,-1448,742,24,-887.6243902439024,176.6595744680851
-24,-1448,943,24,-1334.3440916189484,153.02051282051283
-24,-1448,743,24,-1042.0646766169154,160.65131578947367
-24,-1448,513,24,-778.688,124.53535353535354
-24,-1448,743,24,-573.04375,156.8090909090909
-24,-1448,870,24,-842.7302325581395,167.0
-24,-1448,742,24,-654.3145161290323,151.42105263157896
-24,-1448,1208,24,-1274.1091703056768,177.21153846153845
-24,-1448,743,24,-1334.4304461942256,144.59701492537314
-24,-1448,743,24,-1343.147327249022,198.14285714285714
-24,-1448,744,24,-651.6967213114754,151.0215053763441
-24,-1448,743,24,-1373.424922600619,142.41587301587302
-24,-1448,743,24,-843.7772277227723,162.22
-24,-1448,744,24,-1332.4496062992125,136.95454545454547
-24,-1448,1448,24,-665.1691176470588,124.39716312056737
-24,-1448,935,24,-684.4253731343283,154.86666666666667
-24,-1448,513,24,-693.4678899082569,100.01136363636364
-31,-1448,744,24,-626.1724137931035,243.76363636363635
-24,-1448,513,24,-911.5895953757225,110.24
-31,-1448,513,24,-694.1574803149606,127.60526315789474
-24,-1448,746,24,-1292.3872157344806,136.35099337748343
-24,-1448,513,24,-774.2916666666666,130.7560975609756
-24,-1448,1200,24,-876.7142857142857,158.41489361702128
-31,-1448,742,24,-620.2777777777778,125.73033707865169
-24,-1448,943,24,-852.1367924528302,177.1891891891892
-31,-1448,743,24,-666.8380952380952,120.07142857142857
-24,-1448,743,24,-717.8661971830986,135.38345864661653
-24,-1448,743,24,-815.8835978835979,164.44554455445544
-24,-1448,513,24,-796.3536585365854,107.69117647058823
-31,-1448,513,24,-660.5,82.94202898550725
-31,-1448,943,24,-605.3511450381679,292.46
-31,-1448,1428,24,-627.3666666666667,193.33734939759037
-31,-1448,513,24,-603.5052631578948,78.38709677419355
-31,-1448,1275,24,-518.0141843971631,136.61682242990653
-31,-1448,936,24,-870.5818181818182,132.67961165048544
-31,-1448,743,24,-838.1960784313726,140.27184466019418
-24,-1448,1407,24,-1357.1751227495909,144.18545454545455
-24,-1448,745,24,-1323.514542936288,174.4311377245509
-24,-1448,513,24,-1351.2534153005465,142.6969696969697
-23,-1448,513,24,-1328.2176656151419,148.48031496062993
-24,-1448,870,24,-907.004854368932,167.888
-31,-1448,743,24,-871.0363636363636,148.6413043478261
-5,-1448,745,24,-1360.6517769807629,177.79841897233203
-1,-1448,1208,24,-1334.974547023296,147.97551020408164
-24,-1448,936,24,-992.952380952381,180.20338983050848
-24,-1448,743,24,-945.1990521327015,161.472
-31,-1448,971,24,-667.0849056603773,145.4516129032258
-31,-1448,743,24,-651.2592592592592,134.6818181818182
-5,-1428,513,24,-951.8418079096045,123.94059405940594
-31,-1448,742,24,-589.1680672268908,134.1098901098901
-24,-1448,743,24,-1032.7086330935251,174.20408163265307
-31,-1448,513,24,-752.8448275862069,114.7710843373494
-24,-1448,741,24,-1337.1252396166135,177.96129032258065
-24,-1448,935,24,-796.8066298342542,134.6851851851852
-6,-1448,744,24,-1347.1283422459894,134.25093632958803
-31,-1448,513,24,-806.2439024390244,100.92307692307692
-31,-1448,513,24,-768.9122807017544,111.41379310344827
-31,-1448,743,24,-854.4880952380952,138.69072164948454
-31,-1448,742,24,-557.9291338582677,148.07142857142858
-31,-1448,513,24,-654.6555555555556,79.05405405405405
-31,-1448,742,24,-610.0701754385965,133.0
-31,-1448,742,24,-562.0,139.69791666666666
-24,-1448,513,24,-556.4251968503937,96.71578947368421
-31,-1364,513,24,-547.3867924528302,100.89473684210526
-31,-1448,742,24,-659.5033112582781,170.1734693877551
-24,-1448,743,24,-866.637168141593,175.3968253968254
-31,-1448,742,24,-748.8045112781955,184.26966292134833
-31,-1448,870,24,-816.3372093023256,147.1123595505618
-31,-1448,742,24,-744.0075187969925,158.37623762376236
-31,-1448,742,24,-551.8095238095239,151.4875
-24,-1448,743,24,-1341.7498327759197,176.53205128205127
-31,-1448,743,24,-537.1526717557252,157.04761904761904
-31,-1448,513,24,-566.5480769230769,75.54430379746836
-24,-1448,1398,24,-1326.9691848906562,138.65829145728642
-24,-1448,1398,24,-1328.6043613707166,116.25581395348837
-24,-1448,1398,24,-1367.3190578158458,123.27702702702703
-24,-1448,1271,24,-1338.0530612244897,153.0261437908497
-24,-1448,1398,24,-1361.5540106951871,138.20472440944883
-23,-1448,1398,24,-1345.9522918615528,181.60555555555555
-24,-1448,1296,24,-1344.1710388247639,126.68666666666667
-24,-1448,1398,24,-1371.840471092077,142.15441176470588
-24,-1448,1398,24,-1348.0663414634146,130.951871657754
-24,-1448,1295,24,-1345.0588235294117,149.21965317919074
-24,-1448,1181,24,-1327.6471774193549,151.0759493670886
-24,-1460,1026,24,-1347.7270992366412,152.91489361702128
-24,-1448,1271,24,-1368.611903791276,172.62926829268292
-24,-1448,1398,24,-1338.6495815899582,128.6
-24,-1448,1398,24,-1357.1859723698194,132.6
-24,-1448,1181,24,-1360.178496868476,138.80588235294118
-24,-1448,1398,24,-1360.3748668796593,142.40625
-24,-1448,1398,24,-1337.0288362512874,137.72794117647058
-24,-1448,1398,24,-1329.4679849340866,155.19689119170985
-24,-1448,1398,24,-1370.3323529411764,146.67613636363637
-24,-1448,1398,24,-1354.3945701357466,167.54644808743168
-24,-1448,1398,24,-1334.0457317073171,137.5792349726776
-24,-1448,1398,24,-1360.0251308900524,143.0764331210191
-24,-1448,1398,24,-1347.9264705882354,142.68115942028984
-24,-1448,1398,24,-1357.4893203883496,156.01190476190476
-24,-1448,1398,24,-1354.7468085106384,141.1451612903226
-24,-1448,1398,24,-1359.4731861198738,153.37956204379563
-24,-1448,1398,24,-1362.100742311771,148.4814814814815
-24,-1448,1157,24,-1380.0119983450559,174.69026548672565
-24,-1448,1398,24,-1330.0449438202247,151.88666666666666
-24,-1448,1398,24,-1323.7628968253969,148.9672131147541
-24,-1448,1398,24,-1380.9899159663867,196.35714285714286
-24,-1448,1398,24,-1341.7275574112734,162.53846153846155
-24,-1448,1271,24,-1379.4263402279444,172.2689075630252
-24,-1448,1295,24,-1372.3049040511728,156.70542635658916
-23,-1448,1179,24,-1353.8735521235521,158.05357142857142
-24,-1448,1398,24,-1366.3285714285714,149.94736842105263
-24,-1448,733,24,-1378.7726843100188,173.4771573604061
-24,-1448,1398,24,-1377.7376980817348,173.57746478873239
-24,-1448,1398,24,-1363.5282051282052,176.69124423963135
-24,-1448,677,24,-1357.3139820114473,159.99465240641712
-24,-1448,1181,24,-1364.428270042194,155.21374045801528
-24,-1448,1296,24,-1359.558670820353,148.92105263157896
-24,-1448,1398,24,-1393.7619675010978,204.59166666666667
-24,-1448,1398,24,-1378.8915120854413,166.07386363636363
-24,-1448,1160,24,-1355.0031512605042,140.125
-24,-1448,1398,24,-1355.8977635782749,125.50354609929079
-24,-1448,1398,24,-1351.789046653144,151.43169398907105
-24,-1448,844,24,-1341.115625,148.94482758620688
-24,-1448,1398,24,-1355.9865005192107,144.8962962962963
-3,-1448,1398,24,-1337.821105527638,144.42690058479533
-24,-1448,1398,24,-1348.2885624344176,140.76119402985074
-24,-1448,1398,24,-1355.4220085470085,129.36764705882354
-24,-1448,1398,24,-1382.9254422914912,157.64423076923077
-24,-1448,1398,24,-1364.3843683083512,139.072
-24,-1448,1230,24,-1368.7763440860215,139.216
-24,-1448,1398,24,-1356.4372340425532,141.34959349593495
-24,-1448,1398,24,-1356.718651211802,140.82191780821918
-24,-1448,691,24,-1353.0645161290322,139.10638297872342
-24,-1448,1398,24,-1388.981084489281,166.44298245614036
-24,-1448,1398,24,-1344.875789473684,131.67375886524823
-24,-1448,1398,24,-1352.938689217759,143.6060606060606
-24,-1448,1398,24,-1369.041237113402,181.54017857142858
-24,-1448,1181,24,-1384.7815640017475,161.29166666666666
-24,-1448,1398,24,-1338.9842041312272,166.44392523364485
-24,-1448,1398,24,-1375.4432432432432,145.68067226890756
-24,-1448,1398,24,-1368.7928286852589,204.69677419354838
-24,-1448,1398,24,-1343.3801652892562,151.5430463576159
-24,-1460,1160,24,-1350.6656976744187,158.25
-24,-1448,1398,24,-1376.0119760479042,198.79285714285714
-24,-1448,885,24,-1362.7489406779662,151.33582089552237
-24,-1448,1398,24,-1341.0763673890608,139.7846153846154
-24,-1448,1398,24,-1384.253355704698,170.4703196347032
-24,-1448,1398,24,-1375.116129032258,135.992700729927
-24,-1448,1398,24,-1361.857754010695,140.91056910569105
-24,-1448,885,24,-1344.7360084477298,120.82432432432432
-24,-1448,1181,24,-1333.5048828125,136.27011494252875
-24,-1448,1157,24,-1386.2745591939547,164.61818181818182
-24,-1448,1295,24,-1353.2881355932204,132.62857142857143
-2,-1448,1398,24,-1344.4383838383837,146.60119047619048
-24,-1448,1398,24,-1386.1255319148936,156.64141414141415
-24,-1448,1398,24,-1363.3048128342245,132.84057971014494
-24,-1448,1398,24,-1348.520127118644,126.90647482014388
-24,-1448,1160,24,-1324.262176165803,146.0487804878049
-24,-1448,1398,24,-1331.996186844614,135.15736040609136
-24,-1448,1398,24,-1335.2317948717948,147.1578947368421
-24,-1448,1398,24,-1369.8406889128096,137.55555555555554
-24,-1448,1398,24,-1345.8607329842932,147.39716312056737
-24,-1448,1181,24,-1352.4671610169491,140.71875
-24,-1448,1398,24,-1345.0236625514403,144.75776397515529
-24,-1448,1181,24,-1344.7444561774023,143.63333333333333
-24,-1448,800,24,-1359.625,140.20967741935485
-24,-1448,1398,24,-1330.4195223260645,124.75471698113208
-24,-1448,1398,24,-1343.0252631578946,137.55555555555554
-24,-1448,1398,24,-1355.70625,131.2528735632184
-24,-1448,1398,24,-1356.856243441763,142.296
-24,-1448,1209,24,-1349.5637305699481,160.07462686567163
-24,-1448,1398,24,-1382.5622950819672,178.8436018957346
-24,-1448,1398,24,-1342.3064182194616,138.70866141732284
-24,-1448,1181,24,-1346.0815738963531,150.05714285714285
-24,-1428,513,24,-938.1025641025641,90.36486486486487
-24,-1448,513,24,-1184.4117647058824,72.80833333333334
-24,-1428,513,24,-1144.2178217821781,96.99065420560747
-31,-1363,404,24,-463.9,43.13333333333333
-31,-1363,404,24,-371.14285714285717,32.21590909090909
-24,-1428,513,24,-1398.4014285714286,123.9041095890411
-31,-1363,404,24,-492.2,32.310344827586206
-24,-1428,513,24,-697.3333333333334,57.4054054054054
-24,-1428,513,24,-1391.295340050378,149.4593023255814
-24,-1428,513,24,-519.4827586206897,59.48421052631579
-24,-1448,943,24,-1392.5745257452575,149.93714285714285
-24,-1448,513,24,-1394.2846715328467,116.90551181102362
-31,-1364,404,24,-321.0,31.53125
-24,-1428,513,24,-859.2368421052631,75.21238938053098
-24,-1448,943,24,-1391.8962199312714,144.020979020979
-24,-1428,513,24,-866.8064516129032,78.45744680851064
-24,-1364,404,24,-365.6666666666667,35.85245901639344
-24,-1428,513,24,-1397.174820143885,130.176
-24,-1428,404,24,-704.7,36.31111111111111
-24,-1428,513,24,-643.4545454545455,40.98936170212766
-24,-1428,513,24,-704.7,44.74025974025974
-5,-1448,513,24,-1345.0574506283663,111.71333333333334
-31,-1428,513,24,-941.0,77.94047619047619
-24,-1428,513,24,-1178.1186440677966,108.01550387596899
-24,-1363,404,24,-481.1818181818182,41.083333333333336
-24,-1428,513,24,-969.725,82.17117117117117
-31,-1363,404,24,-263.0,32.71084337349398
-24,-1428,513,24,-689.625,62.91860465116279
-24,-1428,513,24,-1030.1641791044776,70.84920634920636
-24,-1428,513,24,-1161.7358490566037,112.92307692307692
-24,-1428,513,24,-555.2142857142857,41.943820224719104
-24,-1448,513,24,-1227.8823529411766,99.64189189189189
-23,-1428,513,24,-1139.8166666666666,103.4
-24,-1448,513,24,-1396.8539244186047,126.30327868852459
-24,-1428,513,24,-637.258064516129,71.17777777777778
-24,-1428,513,24,-1149.495867768595,105.25373134328358
-24,-1448,513,24,-1366.631343283582,112.89473684210526
-24,-1428,513,24,-1007.1666666666666,96.60655737704919
-24,-1448,513,24,-1149.0056497175142,111.46969696969697
-23,-1428,513,24,-1392.1339894019682,149.07692307692307
-24,-1428,513,24,-704.6,46.49295774647887
-23,-1428,513,24,-1391.8419560595323,125.20945945945945
-24,-1448,513,24,-1368.8278481012658,105.51677852348993
-24,-1460,513,24,-1357.7992766726943,115.30434782608695
-24,-1448,943,24,-1387.7720739219712,142.91666666666666
-24,-1428,513,24,-772.6060606060606,64.0952380952381
-24,-1448,513,24,-1354.3599257884973,116.16911764705883
-24,-1428,513,24,-614.421052631579,51.7752808988764
-24,-1448,513,24,-1187.5416666666667,98.38983050847457
-24,-1428,513,24,-1184.6565656565656,86.0695652173913
-24,-1428,513,24,-968.3518518518518,89.02439024390245
-24,-1428,513,24,-925.2,78.42622950819673
-24,-1428,513,24,-1399.7712842712842,136.10569105691056
-31,-1428,513,24,-996.75,72.72043010752688
-24,-1428,513,24,-924.2413793103449,65.20869565217392
-24,-1428,513,24,-796.3448275862069,67.4020618556701
-24,-1428,513,24,-1047.179487179487,89.06741573033707
-31,-1364,404,24,-333.625,32.406976744186046
-24,-1428,513,24,-1143.6754385964912,94.38095238095238
-24,-1428,404,24,-643.9090909090909,35.787234042553195
-31,-1362,404,24,-209.30769230769232,35.12307692307692
-24,-1448,943,24,-1395.9489655172413,131.26875
-12,-1448,943,24,-1393.179381443299,135.51592356687897
-24,-1428,513,24,-1392.5974770642201,132.25531914893617
-24,-1428,513,24,-1030.295081967213,103.75
-24,-1428,513,24,-1143.1592920353983,113.96969696969697
-24,-1460,513,24,-1394.2063037249284,129.0859375
-24,-1448,684,24,-1377.2623211446742,157.45384615384614
-24,-1428,513,24,-1291.4418604651162,115.825
-24,-1428,513,24,-1400.474175035868,117.13698630136986
-31,-1428,513,24,-1418.4748822605966,101.97619047619048
-24,-1428,513,24,-932.6666666666666,76.60909090909091
-24,-1428,513,24,-791.3793103448276,64.22826086956522
-24,-1448,543,24,-1159.6467065868264,107.7410071942446
-3,-1428,513,24,-1275.5397727272727,107.91150442477876
-24,-1448,943,24,-1391.0082417582419,138.42
-24,-1428,513,24,-707.2727272727273,61.5125
-31,-1364,404,24,-328.625,32.21590909090909
-24,-1362,404,24,-339.6,32.50588235294118
-12,-1448,543,24,-1390.0612833453497,121.0
-31,-1363,404,24,-325.625,32.81707317073171
-31,-1363,404,24,-292.8888888888889,32.50588235294118
-24,-1428,513,24,-1393.6333572969088,125.75396825396825
-31,-1363,404,24,-415.3333333333333,33.51315789473684
-31,-1364,404,24,-333.625,34.183098591549296
-31,-1364,404,24,-421.8333333333333,33.38961038961039
-31,-1364,404,24,-329.75,33.151898734177216
-24,-1448,943,24,-1392.2524071526823,138.42
-31,-1364,404,24,-329.625,32.925925925925924
-24,-1428,513,24,-1400.7907647907648,119.51127819548873
-31,-1364,404,24,-295.6666666666667,34.041666666666664
-31,-1364,404,24,-273.0,31.858695652173914
-24,-1448,513,24,-1136.1869158878505,89.1171875
-31,-1428,513,24,-1059.9666666666667,79.29213483146067
-31,-1364,404,24,-242.63636363636363,32.50588235294118
-24,-1428,513,24,-1200.7021276595744,80.83333333333333
-31,-1364,404,24,-266.9,32.50588235294118
-31,-1364,404,24,-263.1,31.610526315789475
-31,-1428,513,24,-1095.344827586207,71.19791666666667
-31,-1428,513,24,-968.6363636363636,102.12068965517241
-24,-1448,943,24,-1384.2498343273692,137.27624309392266
-24,-1428,513,24,-496.9166666666667,46.271186440677965
-24,-1428,513,24,-506.2083333333333,53.42857142857143
-24,-1363,404,24,-203.68421052631578,31.775510204081634
-12,-1428,513,24,-1387.8877043354655,111.13125
-24,-1428,404,24,-450.42857142857144,48.60952380952381
-24,-1428,513,24,-1070.888888888889,88.7984496124031
-24,-1364,404,24,-213.23076923076923,35.891304347826086
-24,-1428,1418,18,-1362.86834887548,275.83168316831683
-24,-1428,513,24,-1165.025641025641,108.43795620437956
-24,-1428,513,24,-1309.2493368700266,112.69291338582677
-24,-1428,513,24,-633.7272727272727,62.4375
-24,-1428,513,24,-1386.7992932862192,112.77011494252874
-24,-1428,513,24,-1279.792531120332,112.97419354838709
-24,-1364,404,24,-384.9166666666667,38.13725490196079
-24,-1364,404,24,-199.9047619047619,36.351063829787236
-24,-1428,513,24,-1115.23178807947,113.69822485207101
-24,-1428,513,24,-620.3333333333334,56.71052631578947
-24,-1364,404,24,-175.2941176470588,30.846153846153847
-24,-1364,404,24,-239.46153846153845,31.055555555555557
-19,-1448,943,24,-1387.260248447205,138.97633136094674
-24,-1448,513,24,-1379.6531835205992,150.61494252873564
-24,-1428,404,24,-540.9411764705883,45.16279069767442
-24,-1448,513,24,-531.2222222222222,69.44166666666666
-24,-1428,513,24,-1383.7910552061496,102.72727272727273
-24,-1448,943,24,-1384.6245733788396,128.31034482758622
-24,-1428,513,24,-759.5961538461538,68.4962962962963
-24,-1428,513,24,-349.17391304347825,41.705263157894734
-24,-1428,1418,18,-1379.3835678620064,280.1868686868687
-24,-1428,513,24,-1078.8046875,107.15
-24,-1448,943,24,-1388.466392318244,130.9268292682927
-24,-1428,513,24,-1067.96261682243,79.88976377952756
-24,-1428,513,24,-1026.112676056338,81.94594594594595
-24,-1428,513,24,-643.1724137931035,65.23076923076923
-24,-1428,513,24,-642.2105263157895,51.89795918367347
-24,-1428,513,24,-398.95,37.52066115702479
-24,-1428,513,24,-1124.0425531914893,112.82068965517242
-24,-1428,513,24,-1381.36875,117.35323383084577
-23,-1448,513,24,-1078.4751773049645,103.82170542635659
-24,-1448,513,24,-1335.4635083226633,143.6818181818182
-24,-1428,513,24,-1385.2510638297872,107.11702127659575
-24,-1448,543,24,-1093.6821705426357,99.25827814569537
-24,-1428,404,24,-329.93939393939394,53.12
-24,-1448,543,24,-1358.905490549055,125.9
-24,-1428,513,24,-970.2285714285714,72.72727272727273
-24,-1428,513,24,-1132.0380952380951,97.7304347826087
-24,-1428,513,24,-1362.9374325782094,112.87349397590361
-24,-1428,646,24,-726.5961538461538,93.5377358490566
-24,-1448,943,24,-1382.8777173913043,151.0691823899371
-24,-1364,404,24,-149.38095238095238,35.63157894736842
-24,-1428,513,24,-1374.1096551724138,125.82165605095541
-24,-1428,513,24,-640.5,51.5360824742268
-24,-1418,513,24,-1307.3192182410423,52.8921568627451
-24,-1364,404,24,-228.91666666666666,32.20224719101124
-24,-1428,1418,18,-1345.706572769953,240.30263157894737
-24,-1428,513,24,-789.2941176470588,63.24576271186441
-24,-1428,513,24,-894.2333333333333,93.95798319327731
-24,-1448,943,24,-1387.022602739726,147.52083333333334
-24,-1448,943,24,-1386.6801369863015,113.59375
-24,-1364,404,24,-264.7,33.98701298701299
-24,-1363,404,24,-384.8333333333333,39.56382978723404
-24,-1428,513,24,-368.45,40.26732673267327
-23,-1428,513,24,-1134.0333333333333,90.11805555555556
-24,-1363,404,24,-299.3,34.24390243902439
-24,-1428,513,24,-769.6849315068494,90.78260869565217
-24,-1428,1418,18,-1361.6050364479788,273.5808080808081
-24,-1448,404,24,-427.72727272727275,42.27619047619048
-24,-1448,513,24,-851.8775510204082,81.54867256637168
-24,-1428,1418,18,-1385.014615134784,229.70498084291188
-24,-1364,404,24,-229.25,32.86046511627907
-24,-1448,943,24,-1371.979515828678,154.63451776649745
-24,-1428,513,24,-935.5822784810126,108.0223880597015
-24,-1428,513,24,-1390.2882818116464,104.68354430379746
-24,-1428,513,24,-1391.0420227920229,120.30985915492958
-24,-1428,513,24,-1398.3066476054325,108.74418604651163
-24,-1428,513,24,-1110.4112903225807,101.21897810218978
-24,-1364,404,24,-228.23076923076923,33.18072289156626
-24,-1448,943,24,-1386.0798090040928,119.46031746031746
-24,-1428,513,24,-906.0566037735849,87.11904761904762
-24,-1363,404,24,-416.2307692307692,38.88
-24,-1428,513,24,-882.9756097560976,71.60909090909091
-24,-1363,404,24,-286.3333333333333,31.76595744680851
-24,-1363,404,24,-322.4,40.1978021978022
