max_in_size,min_in_size,max_out_size,min_out_size,mean_in_size,mean_out_size,total_in_volume,total_out_volume,load_time,packet_count
-24,-1460,781,24,-1035.2033898305085,136.95238095238096,-61077,11504,6.186922073364258,143
-24,-1460,781,24,-1386.5618892508144,156.42016806722688,-1702698,18614,5.071998119354248,1347
-24,-1460,781,24,-1291.7645687645688,148.40322580645162,-554167,18402,4.934826135635376,553
-17,-1460,1440,24,-1305.547418967587,225.98543689320388,-2175042,46553,4.971017122268677,1872
-17,-1460,1440,20,-1396.4310972438898,287.14141414141415,-2685337,28427,7.959622144699097,2022
-24,-1460,781,24,-1244.3152173913043,150.5,-228954,13846,4.389549016952515,276
-24,-1460,617,24,-1295.9192546583852,141.78703703703704,-417286,15313,5.38922905921936,430
-24,-1448,513,24,-1378.983388704319,139.49473684210525,-2075370,26504,10.78774118423462,1695
-24,-1460,781,24,-664.8780487804878,92.8375,-27260,7427,5.116607189178467,121
-24,-1460,781,24,-1396.880082701585,172.97087378640776,-2026873,17816,6.159134149551392,1554
-31,-1460,781,24,-724.59375,94.82539682539682,-23187,5974,4.9069671630859375,95
-24,-1460,781,24,-805.65,103.62820512820512,-32226,8083,3.6564671993255615,118
-24,-1460,781,24,-973.4827586206897,129.7,-56462,10376,3.7359440326690674,138
-24,-1460,781,24,-881.2266666666667,152.890243902439,-66092,12537,5.506119966506958,157
-24,-1460,617,24,-1116.0338983050847,130.2340425531915,-131692,12242,5.1736650466918945,212
-31,-1460,617,24,-711.3333333333334,74.30645161290323,-17072,4607,4.653699159622192,86
-24,-1460,617,24,-934.3454545454546,110.37209302325581,-51389,9492,3.604027032852173,141
-24,-1460,781,24,-1199.2666666666667,155.33783783783784,-125923,11495,4.800217151641846,179
-31,-1460,781,24,-839.483870967742,94.296875,-26024,6035,4.960145950317383,95
-24,-1460,781,24,-1093.15625,157.90243902439025,-139924,12948,5.666934967041016,210
-12,-1460,943,24,-1384.5497630331754,181.1851851851852,-2044980,24460,5.0697081089019775,1612
-24,-1460,621,24,-1392.6669207317073,125.45833333333333,-1827179,9033,5.911612033843994,1384
-24,-1460,781,24,-767.2571428571429,113.93103448275862,-26854,6608,5.0558741092681885,93
-24,-1460,781,24,-992.4727272727273,156.90769230769232,-54586,10199,4.983636856079102,120
-24,-1460,781,24,-840.1290322580645,78.19736842105263,-26044,5943,7.090347051620483,107
-24,-1460,781,24,-900.96,157.8153846153846,-45048,10258,4.879976987838745,115
-24,-1460,781,24,-909.7413793103449,106.30434782608695,-52765,12225,7.433809041976929,173
-5,-1460,1440,24,-1423.8295394388565,387.188679245283,-2689614,41042,6.644197940826416,1995
-1,-1460,781,24,-1395.9470098410295,188.6952380952381,-1844046,19813,7.492650032043457,1426
-24,-1460,781,24,-1112.891472868217,146.51456310679612,-143563,15091,5.083929061889648,232
-24,-1460,781,24,-847.8695652173913,108.01149425287356,-39002,9397,5.2011799812316895,133
-24,-1460,1119,24,-1395.1540492957747,166.5,-1584895,11322,6.613501071929932,1204
-17,-1460,1440,24,-1299.5479282622139,232.05759162303664,-2101369,44323,5.04816198348999,1808
-24,-1460,943,24,-1386.5067934782608,190.736,-2040938,23842,4.840942144393921,1597
-24,-1460,781,24,-883.3095238095239,108.92207792207792,-37099,8387,3.9736318588256836,119
-24,-1460,781,24,-1241.7687861271677,166.45205479452054,-214826,12151,4.586977005004883,246
-24,-1460,621,24,-517.1176470588235,90.94827586206897,-17582,5275,5.019344091415405,92
-31,-1460,781,24,-783.4666666666667,92.5625,-23504,5924,4.783965826034546,94
-24,-1460,781,24,-1387.7093260721579,164.5639097744361,-2038545,21887,5.041600942611694,1602
-24,-1460,781,24,-777.1666666666666,84.57352941176471,-23315,5751,3.7337920665740967,98
-31,-1460,781,24,-725.6875,104.76470588235294,-23222,5343,3.7761290073394775,83
-31,-1460,781,24,-749.0645161290323,90.43548387096774,-23221,5607,5.146998167037964,93
-24,-1460,781,24,-733.1842105263158,94.69736842105263,-27861,7197,5.040195941925049,114
-24,-1460,781,24,-884.156862745098,137.53846153846155,-45092,8940,4.1549458503723145,116
-31,-1460,781,24,-840.8095238095239,87.01428571428572,-17657,6091,5.120316028594971,91
-1,-1460,1440,8,-1277.994501718213,237.56770833333334,-1859482,45613,5.045146942138672,1647
-31,-1460,781,24,-955.0909090909091,119.05747126436782,-52530,10358,5.024749040603638,142
-24,-1460,781,24,-823.7894736842105,91.25454545454545,-15652,5019,5.013736009597778,74
-24,-1460,781,24,-721.4117647058823,108.32835820895522,-36792,7258,4.445498943328857,118
-24,-1460,781,24,-891.6511627906976,138.5268817204301,-76682,12883,4.697146892547607,179
-24,-1460,781,24,-933.6666666666666,154.29761904761904,-61622,12961,3.902585983276367,150
-24,-1460,617,24,-720.0769230769231,62.78,-9361,3139,4.7602269649505615,63
-31,-1460,781,24,-732.90625,86.84507042253522,-23453,6166,3.4898219108581543,103
-24,-1460,781,24,-941.3924050632911,146.13725490196077,-74370,14906,4.2676780223846436,181
-31,-1460,781,24,-785.21875,104.16923076923077,-25127,6771,4.346988201141357,97
-31,-1460,781,24,-691.225,109.30434782608695,-27649,7542,4.467983961105347,109
-31,-1460,781,24,-803.2068965517242,86.4090909090909,-23293,5703,5.20037579536438,95
-24,-1460,781,24,-1392.1087570621469,197.01041666666666,-1971226,18913,4.559725999832153,1512
-31,-1460,781,24,-802.8965517241379,103.21153846153847,-23284,5367,3.3619420528411865,81
-24,-1460,781,24,-771.5652173913044,119.08695652173913,-17746,5478,3.120319128036499,69
-24,-1003,380,24,-186.26666666666668,29.595744680851062,-2794,5564,113.75547194480896,203
-24,-1364,404,24,-656.0416666666666,130.66101694915255,-15745,7709,5.996867895126343,83
-24,-1428,513,24,-1392.7604240282685,180.265625,-1970756,23074,6.1467061042785645,1543
-24,-1448,513,24,-1140.918181818182,151.22549019607843,-125501,15425,7.087472915649414,212
-24,-1448,513,24,-720.6944444444445,111.88888888888889,-25945,8056,6.369710922241211,108
-24,-1363,404,24,-591.7142857142857,113.52439024390245,-16568,9309,6.227293014526367,110
-24,-1428,513,24,-705.9047619047619,87.63636363636364,-29648,9640,11.340080976486206,152
-24,-1448,404,24,-635.76,91.32352941176471,-15894,6210,6.1507439613342285,93
-24,-1428,513,24,-1111.4198473282443,136.9915254237288,-145596,16165,7.01664400100708,249
-24,-1460,513,24,-1077.1458333333333,154.9609375,-155109,19835,6.684240102767944,272
-23,-1428,513,24,-1391.8157514450868,157.08943089430895,-1926273,19322,7.060701847076416,1507
-24,-1448,513,24,-851.2608695652174,107.44444444444444,-39158,10637,7.037816047668457,145
-24,-1428,513,24,-554.8611111111111,108.30337078651685,-19975,9639,10.455550909042358,125
-24,-1428,513,24,-872.0681818181819,120.9746835443038,-38371,9557,7.498494863510132,123
-24,-1460,513,24,-805.90625,122.51190476190476,-25789,10291,6.720167875289917,116
-24,-1428,513,24,-1392.662429378531,188.65873015873015,-1972010,23771,6.346449136734009,1542
-24,-1428,513,24,-756.2127659574468,120.04395604395604,-35542,10924,7.3453369140625,138
-24,-1428,513,24,-617.5769230769231,101.1875,-16057,8095,6.6433610916137695,106
-24,-1428,513,24,-1215.5681818181818,159.33009708737865,-213940,16411,6.917572021484375,279
-24,-1428,513,24,-1102.8030303030303,153.92380952380952,-145570,16162,6.787132024765015,237
-24,-1448,513,24,-683.0,117.06666666666666,-21856,8780,6.140974998474121,107
-24,-1364,404,24,-485.8181818181818,103.46774193548387,-10688,6415,6.224858999252319,84
-23,-1448,513,24,-1384.5663716814158,146.44021739130434,-2033928,26945,12.586580991744995,1653
-24,-1448,513,24,-1246.2597402597403,169.4867256637168,-287886,19152,6.885705947875977,344
-24,-1428,404,24,-560.6153846153846,84.14285714285714,-14576,6479,7.093463182449341,103
-24,-1448,513,24,-1371.5937961595273,139.15126050420167,-928569,16559,12.474723100662231,796
-24,-1428,513,24,-598.1666666666666,100.1830985915493,-14356,7113,10.226179122924805,95
-24,-1448,513,24,-1381.096866096866,154.77372262773721,-1939060,21204,7.092725038528442,1541
-24,-1364,404,24,-541.3461538461538,104.8840579710145,-14075,7237,6.853656053543091,95
-24,-1448,513,24,-1047.7986577181207,134.43065693430657,-156122,18417,9.744113206863403,286
-24,-1448,513,24,-698.3230769230769,106.7734375,-45391,13667,10.699368000030518,193
-24,-1448,513,24,-701.0277777777778,107.29230769230769,-25237,6974,6.439548015594482,101
-31,-1428,513,24,-569.2307692307693,230.76923076923077,-14800,6000,8.501751899719238,52
-23,-1460,543,24,-1250.5555555555557,176.66417910447763,-450200,23673,6.639986038208008,494
-24,-1428,513,24,-996.0592105263158,143.72222222222223,-151401,20696,8.866137981414795,296
-24,-1460,513,24,-951.561403508772,167.94444444444446,-54239,15115,6.081748008728027,147
-24,-1448,513,24,-794.219512195122,128.675,-32563,10294,6.43051290512085,121
-24,-1428,513,24,-1128.4469696969697,151.0650406504065,-148955,18581,6.996852159500122,255
-24,-1460,513,24,-1371.3152746425885,111.96319018404908,-1822478,18250,15.285460233688354,1492
-24,-1428,513,24,-631.6470588235294,111.15294117647059,-21476,9448,6.668510913848877,119
-24,-1448,513,24,-1377.156615661566,149.5483870967742,-1530021,13908,15.985095024108887,1204
-6,-1428,513,24,-616.2923076923076,113.18888888888888,-40059,10187,10.158178091049194,155
-24,-1428,513,24,-753.8809523809524,131.72093023255815,-31663,11328,6.497896909713745,128
-24,-1448,513,24,-829.6037735849056,98.21052631578948,-43969,13062,12.447847127914429,186
-24,-1448,943,24,-1346.154119739182,173.55648535564853,-2270962,41480,16.014968872070312,1926
-24,-1448,943,24,-1383.4792375765828,189.71014492753622,-2032331,26180,7.695817947387695,1607
-24,-1448,513,24,-761.0294117647059,112.44705882352942,-25875,9558,6.692867040634155,119
-24,-1428,513,24,-1108.108527131783,149.0090909090909,-142946,16391,6.598391056060791,239
-31,-1364,404,24,-453.03225806451616,75.88695652173914,-14044,8727,17.707068920135498,146
-24,-1428,513,24,-865.8095238095239,150.65753424657535,-36364,10998,6.236133098602295,115
-24,-1428,513,24,-832.3714285714286,139.26760563380282,-29133,9888,6.063309192657471,106
-31,-1428,513,24,-924.5454545454545,132.775,-40680,10622,6.396869897842407,124
-24,-1428,513,24,-1394.6761565836298,169.8803418803419,-1959520,19876,6.271395921707153,1522
-24,-1448,1448,24,-1376.6156282998943,201.55,-1303655,24186,6.503274917602539,1067
-24,-1364,404,24,-504.57142857142856,95.0677966101695,-10596,5609,6.1277101039886475,80
-24,-1364,404,24,-554.0,72.68354430379746,-10526,5742,6.653763055801392,98
-24,-1364,404,24,-510.6875,79.29824561403508,-8171,4520,6.453370094299316,73
-24,-1364,404,24,-542.6,76.53333333333333,-8139,4592,6.666780948638916,75
-24,-1428,513,24,-857.4509803921569,143.9655172413793,-43730,12525,7.253546953201294,138
-31,-1428,513,24,-978.0869565217391,167.12328767123287,-44992,12200,6.399787902832031,119
-24,-1428,513,24,-803.0,118.9090909090909,-41756,11772,8.962189197540283,151
-24,-1363,404,24,-342.8333333333333,77.16455696202532,-10285,6096,11.196960926055908,109
-24,-1428,513,24,-736.8260869565217,104.19047619047619,-33894,10940,9.406788110733032,151
-24,-1448,513,24,-1096.013422818792,141.41780821917808,-163306,20647,8.248350143432617,295
-24,-1448,513,24,-934.1320754716982,145.98701298701297,-49509,11241,6.2049720287323,130
-24,-1428,513,24,-1404.690170940171,119.24193548387096,-1314790,7393,7.636143922805786,998
-24,-1460,513,24,-1175.448484848485,147.58646616541353,-193949,19629,9.143259048461914,298
-24,-1448,513,24,-1107.4710144927535,158.86776859504133,-152831,19223,6.560365915298462,259
-24,-1460,513,24,-1398.0934959349593,158.0,-2063586,21488,14.872361898422241,1612
-24,-1460,1173,24,-1373.706449668475,173.70348837209303,-2278979,29877,13.375704050064087,1831
-24,-1448,513,24,-1103.9391304347826,127.66101694915254,-126953,15064,9.759199142456055,233
-24,-1448,513,24,-886.4197530864197,145.78761061946904,-71800,16474,6.690354108810425,194
-24,-1428,513,24,-1045.281690140845,128.3310810810811,-148430,18993,10.82178807258606,290
-24,-1448,943,24,-1388.4223433242507,186.05797101449275,-2038204,25676,6.22416090965271,1606
-24,-1448,543,24,-705.8214285714286,126.64285714285714,-59289,15957,12.318274021148682,210
-24,-1364,404,24,-593.2631578947369,88.43939393939394,-11272,5837,6.4905478954315186,85
-24,-1364,404,24,-529.6,103.64912280701755,-10592,5908,6.422173976898193,77
-24,-1364,404,24,-484.8181818181818,103.64912280701755,-10666,5908,6.079814910888672,79
-24,-1448,943,24,-1388.133971291866,184.63492063492063,-2030840,23264,6.397691965103149,1589
-24,-1428,513,24,-888.4888888888889,132.1216216216216,-39982,9777,6.502481937408447,119
-24,-1428,513,24,-1075.4045801526718,129.3875968992248,-140878,16691,9.761898040771484,260
-24,-1428,513,24,-843.94,134.02631578947367,-42197,10186,9.76909613609314,126
-24,-1363,404,24,-558.375,102.48979591836735,-8934,5022,6.2134599685668945,65
-31,-1363,404,24,-585.6666666666666,82.23611111111111,-10542,5921,6.3023810386657715,90
-24,-1363,404,24,-545.2,85.80392156862744,-8178,4376,6.189954042434692,66
-24,-1428,513,24,-864.5102040816327,148.5679012345679,-42361,12034,6.85328483581543,130
-31,-1364,404,24,-642.7058823529412,100.69090909090909,-10926,5538,6.396811008453369,72
-24,-1364,404,24,-529.3809523809524,90.37837837837837,-11117,6688,6.10684609413147,95
-31,-1364,404,24,-556.8421052631579,77.75641025641026,-10580,6065,6.611433982849121,97
-31,-1364,404,24,-477.6842105263158,84.08474576271186,-9076,4961,6.376810789108276,78
-24,-1428,513,24,-702.4137931034483,111.87878787878788,-20370,7384,6.097476959228516,95
-31,-1448,1448,24,-712.3888888888889,178.82666666666665,-25646,13412,6.268609046936035,111
-24,-1428,513,24,-1118.5426356589148,150.35185185185185,-144292,16238,6.53333306312561,237
-24,-1428,513,24,-658.05,121.81818181818181,-26322,8040,5.972144842147827,106
-31,-1364,404,24,-415.09375,93.74117647058823,-13283,7968,8.260740041732788,117
-24,-1364,404,24,-542.2222222222222,90.43103448275862,-9760,5245,6.346562147140503,76
-24,-1460,513,24,-1234.9322916666667,127.21904761904761,-237107,13358,6.16010594367981,297
-24,-1448,656,6,-1209.2721893491125,109.36082474226804,-204367,10608,7.641925811767578,266
-24,-1428,513,24,-878.3571428571429,147.2173913043478,-73782,16930,7.917318105697632,199
